book_id,group,title_es,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
CMP59,Comparison,Demonios del océano,0.1070970749329915,0.17235753408693627,0.07633142990327468,0.13296818552616244,0.08880083906304626,0.14520452161752712,0.07784640484791983,0.19939401002214194
CMP60,Comparison,Emboscada en el océano,0.11040339702760085,0.17622080679405522,0.08067940552016985,0.1316348195329087,0.09501061571125265,0.15074309978768577,0.0902335456475584,0.16507430997876857
CMP61,Comparison,Sangre de capitán,0.10557634500950862,0.15796576897122877,0.08257162137292191,0.1386418011164959,0.09968713575854242,0.14772099871173547,0.08005643825532176,0.18777989080424515
CMP62,Comparison,Una ola de terror,0.11169284467713787,0.17309217832778043,0.07258448357924799,0.13509439949230526,0.09178169125813106,0.1331905441853086,0.07829604950023798,0.20426780897985086
CMP63,Comparison,Viaje al centro de la Tierra,0.0849286092014807,0.1530407191961925,0.07932310946589106,0.15325224748810157,0.08979375991538868,0.14352194606028557,0.09021681649920678,0.20592279217345322
PAP01,Papelucho,Papelucho,0.10887096774193548,0.14180107526881722,0.08568548387096775,0.16465053763440862,0.09307795698924731,0.16498655913978494,0.06686827956989248,0.17405913978494625
PAP02,Papelucho,Papelucho casi huérfano,0.10034870205346764,0.1522665633475397,0.09337466098411469,0.14180550174351028,0.09376210771018985,0.1569159240604417,0.06237892289810152,0.19914761720263463
PAP03,Papelucho,Papelucho historiador,0.12867215041128083,0.13337250293772035,0.059929494712103404,0.14982373678025854,0.10223266745005875,0.1374853113983549,0.0963572267920094,0.19212690951821387
PAP04,Papelucho,Papelucho detective,0.09629861982434128,0.13488080301129235,0.09410288582183188,0.14899623588456715,0.0937892095357591,0.1540150564617315,0.08375156838143037,0.19416562107904645
PAP05,Papelucho,Papelucho en la clínica,0.09333672431332656,0.14318413021363174,0.07782299084435401,0.16480162767039674,0.09257375381485249,0.14623601220752797,0.07146490335707019,0.2105798575788403
PAP06,Papelucho,Papelucho perdido,0.10357304387155133,0.13342379014020805,0.09090909090909091,0.15694255992763456,0.09905020352781548,0.12166440524649479,0.0841248303934871,0.2103120759837178
PAP07,Papelucho,"Papelucho, mi hermana Ji",0.09019221291276491,0.12814194184327254,0.08378511582060127,0.19122720551996059,0.09807787087235093,0.1286347954657467,0.06899950714637752,0.2109413504189256
PAP08,Papelucho,Papelucho misionero,0.09763983187843518,0.1480763013255739,0.0863239573229874,0.16391852570320078,0.11186550274814097,0.1138053669576463,0.07403815066278695,0.2043323634012286
PAP09,Papelucho,Diario secreto de Papelucho y el marciano,0.09630996309963098,0.13800738007380073,0.08856088560885608,0.16752767527675275,0.09630996309963098,0.1335793357933579,0.09188191881918818,0.18782287822878227
PAP10,Papelucho,"Papelucho, mi hermano hippie",0.08811241929358146,0.1397645271553361,0.08317508545385492,0.1488796050132928,0.0938093429548044,0.17090770983668818,0.07823775161412837,0.1971135586783137
PAP11,Papelucho,Papelucho en vacaciones,0.12017167381974249,0.14420600858369098,0.08326180257510729,0.17510729613733905,0.09484978540772532,0.14935622317596564,0.09957081545064377,0.1334763948497854
PAP12,Papelucho,Papelucho: soy dix leso,0.11972157772621811,0.11090487238979119,0.10023201856148492,0.1767981438515081,0.06960556844547564,0.16241299303944315,0.07378190255220417,0.1865429234338747
