metric,n_focus,n_comparison,median_focus,median_comparison,mean_focus,mean_comparison,difference,p_value,cliffs_delta,delta_lower,delta_upper,delta_magnitude,rank_biserial,higher_in,p_adjusted,significant,note,analysis,label_en,label_es
anger,12,63,0.0989942669659514,0.10444158352108145,0.10360399057885636,0.11118640677372942,-0.00544731655513001,0.23886662893737304,-0.21693121693121692,-0.5317460317460317,0.10859788359788287,small,-0.21693121693121695,Comparison,0.682610689244611,FALSE,,share of total emotion words,Anger,Ira
anticipation,12,63,0.1388859536145684,0.14165512834167643,0.13733582469088956,0.1457411181625736,-0.00276917472710802,0.1504461512511067,-0.26455026455026454,-0.5450396825396824,0.02387566137566102,small,-0.26455026455026454,Comparison,0.6017846050044268,FALSE,,share of total emotion words,Anticipation,Anticipacion
disgust,12,63,0.08600472059697757,0.0922682614267407,0.0855969560404462,0.09298945981340716,-0.00626354082976313,0.0766689332798893,-0.3253968253968254,-0.5741402116402116,-0.04490740740740776,small,-0.32539682539682535,Comparison,0.4600135996793358,FALSE,,share of total emotion words,Disgust,Asco
fear,12,63,0.1642845316688047,0.14808194201136893,0.16253988759523583,0.15404992981240043,0.01620258965743576,0.10709706306870186,0.2962962962962963,0.06607142857142868,0.5291666666666662,small,0.2962962962962963,Papelucho,0.5354853153435093,FALSE,,share of total emotion words,Fear,Miedo
joy,12,63,0.09432956418126488,0.09458387422472234,0.09491699437967094,0.09378180959190632,-2.5431004345746744e-4,0.8227546507971666,0.04232804232804232,-0.25925925925925924,0.32281746031745995,negligible,0.04232804232804232,Comparison,0.8227546507971666,FALSE,,share of total emotion words,Joy,Alegria
sadness,12,63,0.1477961176917468,0.14066059225512528,0.14499997439859863,0.13919984431965082,0.00713552543662152,0.22753689641487032,0.2222222222222222,-0.20105820105820105,0.6243386243386243,small,0.22222222222222232,Papelucho,0.682610689244611,FALSE,,share of total emotion words,Sadness,Tristeza
surprise,12,63,0.07613795113845766,0.08571882951653943,0.07928798146977667,0.0851101275040597,-0.00958087837808177,0.04086133136719657,-0.3756613756613757,-0.7777777777777778,0.10324074074074038,medium,-0.3756613756613757,Comparison,0.28602931957037603,FALSE,"notable effect, not significant after correction",share of total emotion words,Surprise,Sorpresa
trust,12,63,0.19563958987868008,0.1766324981017464,0.1917183908465258,0.17794130402227254,0.01900709177693368,0.02116280253497456,0.42328042328042326,0.0580687830687833,0.7116402116402116,medium,0.42328042328042326,Papelucho,0.16930242027979653,FALSE,"notable effect, not significant after correction",share of total emotion words,Trust,Confianza
