"id_libro","titulo","nivel","archivo","tipo_match"
"L0466","Una historia del mundo en diez capítulos y medio",12,"1220_Una historia del mundo en diez capítulos y medio.pdf","numero_catalogo"
"L0467","Una sombra ya pronto serás",12,"1222_Una sombra ya pronto serás.pdf","numero_catalogo"
"L0468","Veinticuatro horas en la vida de una mujer",12,"1223_Veinticuatro horas en la vida de una mujer.pdf","numero_catalogo"
"L0469","Alí Baba y los cuarenta ladrones (Las mil y una noches)",5,"1232_Alí Baba y los cuarenta ladrones (Las mil y una noches).pdf","numero_catalogo"
"L0470","Amor a la vida",5,"1233_Amor a la vida.pdf","numero_catalogo"
"L0471","Asterix, el combate de los jefes",5,NA,"sin_archivo_para_numero"
"L0472","Charlie y la fábrica de chocolates",5,"1240_Charlie y la fábrica de chocolates.pdf","numero_catalogo"
"L0473","Después de veinte años",5,"1250_Después de veinte años.pdf","numero_catalogo"
"L0474","El asno descontento",5,"1252_El asno descontento.pdf","numero_catalogo"
"L0475","El burro que acarrea sal",5,"1253_El burro que acarrea sal.pdf","numero_catalogo"
"L0476","El día que Txeg Txeg y Kay Kay no se saludaron",5,"1255_El día que Txeg Txeg y Kay Kay no se saludaron.pdf","numero_catalogo"
"L0477","El hombre que contaba Historias",5,"1256_El hombre que contaba Historias.pdf","numero_catalogo"
"L0478","El lobo y el cabrito",5,"1258_El lobo y el cabrito.pdf","numero_catalogo"
"L0479","El oso, la mona y el cerdo",5,"1262_El oso, la mona y el cerdo.pdf","numero_catalogo"
"L0480","El pequeño elefante",5,"1263_El pequeño elefante.pdf","numero_catalogo"
"L0481","El pequeño escribiente florentino",5,"1264_El pequeño escribiente florentino.pdf","numero_catalogo"
"L0482","El pequeño Nicolás",5,"1265_El pequeño Nicolás.pdf","numero_catalogo"
"L0483","El traje nuevo del emperador",5,"1266_El traje nuevo del emperador.pdf","numero_catalogo"
"L0484","Episdio de los molinos de viento (Don Quijote de la Mancha)",5,"1268_Episdio de los molinos de viento (Don Quijote de la Mancha).pdf","numero_catalogo"
"L0485","Guillermo",5,"1271_Guillermo.pdf","numero_catalogo"
"L0486","Harry Potter y la piedra filosofal",5,"1272_Harry Potter y la piedra filosofal.pdf","numero_catalogo"
"L0487","Heidi",5,"1273_Heidi.pdf","numero_catalogo"
"L0488","Juan sin miedo",5,"1276_Juan sin miedo.pdf","numero_catalogo"
"L0489","La niña de los gansos",5,"1282_La niña de los gansos.pdf","numero_catalogo"
"L0490","Las babuchas fatídicas (Las mil y una noches)",5,"1284_Las babuchas fatídicas (Las mil y una noches).pdf","numero_catalogo"
"L0491","Las dos ranas (cuentos de la Pachatantra)",5,"1285_Las dos ranas (cuentos de la Pachatantra).pdf","numero_catalogo"
"L0492","Las telarañas de Carlota",5,"1287_Las telarañas de Carlota.pdf","numero_catalogo"
"L0493","Los cretinos",5,"1289_Los cretinos.pdf","numero_catalogo"
"L0494","Los dos amantes (leyenda mexicana precolombina)",5,"1291_Los dos amantes (leyenda mexicana precolombina).pdf","numero_catalogo"
"L0495","Los secuestradores de burros",5,"1292_Los secuestradores de burros.pdf","numero_catalogo"
"L0496","Nuestras sombras",5,"1297_Nuestras sombras.pdf","numero_catalogo"
"L0497","Sadako y las mil grullas de papel",5,"1305_Sadako y las mil grullas de papel.pdf","numero_catalogo"
"L0498","Trentren y Caicaivilú",5,"1308_Trentren y Caicaivilú.pdf","numero_catalogo"
"L0499","Ulises y el cíclope",5,"1310_Ulises y el cíclope.pdf","numero_catalogo"
"L0500","Un pacto con el diablo",5,"1311_Un pacto con el diablo.pdf","numero_catalogo"
"L0501","Rip Van Winkle",5,"1315_Rip Van Winkle.pdf","numero_catalogo"
"L0502","Rip Van Winkle",7,"1315_Rip Van Winkle.pdf","numero_catalogo"
"L0503","¿Buena suerte o mala suerte? (cuento sufí)",6,"1319_Buena suerte o mala suerte (cuento sufí).pdf","numero_catalogo"
"L0504","Aracné",6,"1323_Aracné.pdf","numero_catalogo"
"L0505","Capítulo XXV: donde se apunta la aventura del rebuzno (Don Quijote de la Mancha)",6,"1328_Capítulo XXV donde se apunta la aventura del rebuzno (Don Quijote de la Mancha).pdf","numero_catalogo"
"L0506","Colmillo Blanco",6,"1332_Colmillo Blanco.pdf","numero_catalogo"
"L0507","Corazón",6,"1333_Corazón.pdf","numero_catalogo"
"L0508","Cucho",6,"1335_Cucho.pdf","numero_catalogo"
"L0509","Cuentos clásicos de Andersen",6,"1337_Cuentos clásicos de Andersen.pdf","numero_catalogo"
"L0510","Cuentos mapuches del Lago Escondido",6,"1339_Cuentos mapuches del Lago Escondido.pdf","numero_catalogo"
"L0511","El Ankus del rey",6,"1343_El Ankus del rey.pdf","numero_catalogo"
"L0512","El cuarto de guardar",6,"1345_El cuarto de guardar.pdf","numero_catalogo"
"L0513","El huevo de yegua (Pedro Urdemales)",6,"1349_El huevo de yegua (Pedro Urdemales).pdf","numero_catalogo"
"L0514","El jardín secreto",6,"1350_El jardín secreto.pdf","numero_catalogo"
"L0515","El jinete sin cabeza",6,"1351_El jinete sin cabeza.pdf","numero_catalogo"
"L0516","El libro de la selva",6,"1353_El libro de la selva.pdf","numero_catalogo"
"L0517","El libro de los chicos enamorados",6,"1354_El libro de los chicos enamorados.pdf","numero_catalogo"
"L0518","El mapa imposible",6,"1356_El mapa imposible.pdf","numero_catalogo"
"L0519","El picapedrero (cuento popular chino)",6,"1359_El picapedrero (cuento popular chino).pdf","numero_catalogo"
"L0520","El picnic de las tortugas",6,NA,"sin_archivo_para_numero"
"L0521","El polizón de la Santa María",6,"1361_El polizón de la Santa María.pdf","numero_catalogo"
"L0522","El príncipe feliz",6,"1362_El príncipe feliz.pdf","numero_catalogo"
"L0523","El príncipe y el mendigo",6,"1363_El príncipe y el mendigo.pdf","numero_catalogo"
"L0524","El rescate del jefe Rojo",6,"1365_El rescate del jefe Rojo.pdf","numero_catalogo"
"L0525","El rey Midas",6,"1366_El rey Midas.pdf","numero_catalogo"
"L0526","El roto que engañó al diablo",6,"1367_El roto que engañó al diablo.pdf","numero_catalogo"
"L0527","Emilia en Chiloé",6,"1371_Emilia en Chiloé.pdf","numero_catalogo"
"L0528","Emilia y la dama negra",6,"1372_Emilia y la dama negra.pdf","numero_catalogo"
"L0529","En la ciudad de los Césares",6,"1373_En la ciudad de los Césares.pdf","numero_catalogo"
"L0530","Felicidad clandestina",6,"1375_Felicidad clandestina.pdf","numero_catalogo"
"L0531","Iván el imbécil",6,"1380_Iván el imbécil.pdf","numero_catalogo"
"L0532","Konrad",6,"1381_Konrad.pdf","numero_catalogo"
"L0533","La bolsa amarilla",6,"1383_La bolsa amarilla.pdf","numero_catalogo"
"L0534","La caja de Pandora",6,"1384_La caja de Pandora.pdf","numero_catalogo"
"L0535","La casa de muñecas",6,"1385_La casa de muñecas.pdf","numero_catalogo"
"L0536","La Cenicienta",6,"1387_La Cenicienta.pdf","numero_catalogo"
"L0537","La historia de Abdula, el mendigo ciego (en Las mil y una noches)",6,"1390_La historia de Abdula, el mendigo ciego (en Las mil y una noches).pdf","numero_catalogo"
"L0538","La historia interminable",6,"1392_La historia interminable.pdf","numero_catalogo"
"L0539","La rebelión de los robots",6,"1399_La rebelión de los robots.pdf","numero_catalogo"
"L0540","La reina de las nieves",6,"1400_La reina de las nieves.pdf","numero_catalogo"
"L0541","La Sirenita",6,"1402_La Sirenita.pdf","numero_catalogo"
"L0542","La tortuga gigante",6,NA,"sin_archivo_para_numero"
"L0543","La vendedora de fósforos",6,"1404_La vendedora de fósforos.pdf","numero_catalogo"
"L0544","Las aventuras del barón de Munchausen",6,"1406_Las aventuras del barón de Munchausen.pdf","numero_catalogo"
"L0545","Las crónicas de Narnia: El león, la bruja y el ropero",6,"1407_Las crónicas de Narnia El león, la bruja y el ropero.pdf","numero_catalogo"
"L0546","Los escarabajos vuelan al atardecer",6,"1415_Los escarabajos vuelan al atardecer.pdf","numero_catalogo"
"L0547","Los perros rojos",6,"1418_Los perros rojos.pdf","numero_catalogo"
"L0548","Malditas matemáticas",6,"1421_Malditas matemáticas.pdf","numero_catalogo"
"L0549","Matilda",6,"1422_Matilda.pdf","numero_catalogo"
"L0550","Momo",6,"1428_Momo.pdf","numero_catalogo"
"L0551","Mujercitas",6,"1429_Mujercitas.pdf","numero_catalogo"
"L0552","No somos irrompibles",6,"1430_No somos irrompibles.pdf","numero_catalogo"
"L0553","Pacha Pulai",6,"1433_Pacha Pulai.pdf","numero_catalogo"
"L0554","Papaíto piernas largas",6,"1434_Papaíto piernas largas.pdf","numero_catalogo"
"L0555","Platero y yo",6,"1435_Platero y yo.pdf","numero_catalogo"
"L0556","Rikki-tikki-tavi",6,"1438_Rikki-tikki-tavi.pdf","numero_catalogo"
"L0557","Robin Hood",6,"1439_Robin Hood.pdf","numero_catalogo"
"L0558","Socorro (varios cuentos)",6,"1443_Socorro (varios cuentos).pdf","numero_catalogo"
"L0559","Tom Sawyer",6,"1448_Tom Sawyer.pdf","numero_catalogo"
"L0560","Travesía infernal",6,"1449_Travesía infernal.pdf","numero_catalogo"
"L0561","Vassilissa la sabia (cuento popular ruso)",6,"1453_Vassilissa la sabia (cuento popular ruso).pdf","numero_catalogo"
"L0562","Mitos y leyendas de Chile",6,"1456_Mitos y leyendas de Chile.pdf","numero_catalogo"
"L0563","Mitos y leyendas de Chile",7,"1456_Mitos y leyendas de Chile.pdf","numero_catalogo"
"L0564","Cuentos escritos a máquina",6,"1460_Cuentos escritos a máquina.pdf","numero_catalogo"
"L0565","Cuentos escritos a máquina",8,"1460_Cuentos escritos a máquina.pdf","numero_catalogo"
"L0566","La pata de palo",6,"1461_La pata de palo.pdf","numero_catalogo"
"L0567","La pata de palo",8,"1461_La pata de palo.pdf","numero_catalogo"
"L0568","¿Estás ahí, Dios? Soy yo, Margaret",7,"1462_Estás ahí, Dios Soy yo, Margaret.pdf","numero_catalogo"
"L0569","Adiós al séptimo de línea",7,"1464_Adiós al séptimo de línea.pdf","numero_catalogo"
"L0570","Artemis Fowl",7,"1468_Artemis Fowl.pdf","numero_catalogo"
"L0571","Bajo la misma estrella",7,"1469_Bajo la misma estrella.pdf","numero_catalogo"
"L0572","Bibiana y su mundo",7,"1471_Bibiana y su mundo.pdf","numero_catalogo"
"L0573","Castilla",7,"1474_Castilla.pdf","numero_catalogo"
"L0574","Cinco panes de cebada",7,"1475_Cinco panes de cebada.pdf","numero_catalogo"
"L0575","Conejos blancos",7,"1478_Conejos blancos.pdf","numero_catalogo"
"L0576","Corazón de tinta",7,"1479_Corazón de tinta.pdf","numero_catalogo"
"L0577","Cuando me puse a pensar",7,"1483_Cuando me puse a pensar.pdf","numero_catalogo"
"L0578","Cuentos de amor, de locura y de muerte",7,"1486_Cuentos de amor, de locura y de muerte.pdf","numero_catalogo"
"L0579","Dos años de vacaciones",7,"1494_Dos años de vacaciones.pdf","numero_catalogo"
"L0580","Dos plagas, más el volcán Calbuco y el cambio tan bajo",7,"1495_Dos plagas, más el volcán Calbuco y el cambio tan bajo.pdf","numero_catalogo"
"L0581","El anillo",7,"1497_El anillo.pdf","numero_catalogo"
"L0582","El caballero de la carreta",7,"1499_El caballero de la carreta.pdf","numero_catalogo"
"L0583","El capitán Alatriste",7,"1500_El capitán Alatriste.pdf","numero_catalogo"
"L0584","El capitán Alatriste",7,"1501_El capitán Alatriste.pdf","numero_catalogo"
"L0585","El caso del futbolista enmascarado",7,"1502_El caso del futbolista enmascarado.pdf","numero_catalogo"
"L0586","El conde Lucanor",7,"1505_El conde Lucanor.pdf","numero_catalogo"
"L0587","El corsario negro; La hija del corsario negro",7,"1506_El corsario negro; La hija del corsario negro.pdf","numero_catalogo"
"L0588","El dador",7,"1509_El dador.pdf","numero_catalogo"
"L0589","El delincuente",7,"1510_El delincuente.pdf","numero_catalogo"
"L0590","El extraño caso del doctor Jekyll y el señor Hyde",7,"1512_El extraño caso del doctor Jekyll y el señor Hyde.pdf","numero_catalogo"
"L0591","El extraño caso del doctor Jekyll y Mr. Hyde",7,"1513_El extraño caso del doctor Jekyll y Mr. Hyde.pdf","numero_catalogo"
"L0592","El fantasma de Canterville",7,"1514_El fantasma de Canterville.pdf","numero_catalogo"
"L0593","El ladrón del rayo",7,"1521_El ladrón del rayo.pdf","numero_catalogo"
"L0594","El libro de las tierras vírgenes",7,"1522_El libro de las tierras vírgenes.pdf","numero_catalogo"
"L0595","El libro del cementerio",7,"1523_El libro del cementerio.pdf","numero_catalogo"
"L0596","El niño con el pijama de rayas",7,"1526_El niño con el pijama de rayas.pdf","numero_catalogo"
"L0597","El perro que no sabía ladrar",7,"1528_El perro que no sabía ladrar.pdf","numero_catalogo"
"L0598","El Principito",7,"1530_El Principito.pdf","numero_catalogo"
"L0599","El último grumete de la Baquedano",7,"1534_El último grumete de la Baquedano.pdf","numero_catalogo"
"L0600","El vaso de leche",7,"1535_El vaso de leche.pdf","numero_catalogo"
"L0601","En la corte de mi padre",7,"1536_En la corte de mi padre.pdf","numero_catalogo"
"L0602","en Mitos griegos 1",7,"1537_en Mitos griegos 1.pdf","numero_catalogo"
"L0603","Eragon",7,"1538_Eragon.pdf","numero_catalogo"
"L0604","Fábula 11: los dos amigos",7,"1540_Fábula 11 los dos amigos.pdf","numero_catalogo"
"L0605","Famoso cohete",7,"1541_Famoso cohete.pdf","numero_catalogo"
"L0606","Fútbol a sol y sombra",7,"1543_Fútbol a sol y sombra.pdf","numero_catalogo"
"L0607","Génesis",7,"1544_Génesis.pdf","numero_catalogo"
"L0608","Ghostgirl",7,"1545_Ghostgirl.pdf","numero_catalogo"
"L0609","Gólem, el coloso de barro",7,"1546_Gólem, el coloso de barro.pdf","numero_catalogo"
"L0610","Historia de una gaviota y el gato que le enseñó a volar",7,"1551_Historia de una gaviota y el gato que le enseñó a volar.pdf","numero_catalogo"
"L0611","Inti y Mama Quilla",7,"1555_Inti y Mama Quilla.pdf","numero_catalogo"
"L0612","Kalfukura",7,"1558_Kalfukura.pdf","numero_catalogo"
"L0613","La casa del juez",7,"1562_La casa del juez.pdf","numero_catalogo"
"L0614","La colina de Watership",7,"1563_La colina de Watership.pdf","numero_catalogo"
"L0615","La composición",7,"1564_La composición.pdf","numero_catalogo"
"L0616","La decisión de Randolph Carter",7,"1566_La decisión de Randolph Carter.pdf","numero_catalogo"
"L0617","La gran Gilly Hopkins",7,"1568_La gran Gilly Hopkins.pdf","numero_catalogo"
"L0618","La hija del corsario negro",7,"1569_La hija del corsario negro.pdf","numero_catalogo"
"L0619","La historia de Hércules",7,"1570_La historia de Hércules.pdf","numero_catalogo"
"L0620","La historia de Hércules",7,NA,"sin_archivo_para_numero"
"L0621","La huella del Dragón. Cuentos populares chinos",7,"1572_La huella del Dragón. Cuentos populares chinos.pdf","numero_catalogo"
"L0622","La leyenda de Al-Qit",7,"1574_La leyenda de Al-Qit.pdf","numero_catalogo"
"L0623","La mano",7,"1575_La mano.pdf","numero_catalogo"
"L0624","La noche del Samurai: cuentos populares japoneses",7,"1578_La noche del Samurai cuentos populares japoneses.pdf","numero_catalogo"
"L0625","La pata de mono",7,"1579_La pata de mono.pdf","numero_catalogo"
"L0626","Las metamorfosis",7,"1582_Las metamorfosis.pdf","numero_catalogo"
"L0627","Las minas del rey Salomón",7,"1583_Las minas del rey Salomón.pdf","numero_catalogo"
"L0628","Las minas del rey Salomón",7,"1584_Las minas del rey Salomón.pdf","numero_catalogo"
"L0629","Leyendas y cuentos indígenas de Hispanoamérica",7,"1588_Leyendas y cuentos indígenas de Hispanoamérica.pdf","numero_catalogo"
"L0630","Los conquistadores de la Antártida",7,NA,"sin_archivo_para_numero"
"L0631","Los mejores relatos de terror llevados al cine",7,"1593_Los mejores relatos de terror llevados al cine.pdf","numero_catalogo"
"L0632","Mágico sur",7,"1597_Mágico sur.pdf","numero_catalogo"
"L0633","Memoria del fuego I: Los nacimientos",7,"1599_Memoria del fuego I Los nacimientos.pdf","numero_catalogo"
"L0634","Mi planta de naranja lima",7,"1600_Mi planta de naranja lima.pdf","numero_catalogo"
"L0635","Mitos de memoria del fuego",7,"1605_Mitos de memoria del fuego.pdf","numero_catalogo"
"L0636","Mitos griegos",7,"1606_Mitos griegos.pdf","numero_catalogo"
"L0637","Momentos estelares de la humanidad",7,"1607_Momentos estelares de la humanidad.pdf","numero_catalogo"
"L0638","No se culpe a nadie",7,"1609_No se culpe a nadie.PDF","numero_catalogo"
"L0639","Nuevo testamento",7,"1610_Nuevo testamento.pdf","numero_catalogo"
"L0640","Piel de asno",7,"1614_Piel de asno.pdf","numero_catalogo"
"L0641","Poema de Hua Mulán",7,"1615_Poema de Hua Mulán.pdf","numero_catalogo"
"L0642","Popol Vuh",7,"1618_Popol Vuh.pdf","numero_catalogo"
"L0643","Puente a Terabithia",7,"1619_Puente a Terabithia.pdf","numero_catalogo"
"L0644","Quique Hache, detective",7,"1620_Quique Hache, detective.pdf","numero_catalogo"
"L0645","Quique Hache. El caballo fantasma",7,"1621_Quique Hache. El caballo fantasma.pdf","numero_catalogo"
"L0646","Quique Hache. El mall embrujado y otras historias",7,"1622_Quique Hache. El mall embrujado y otras historias.pdf","numero_catalogo"
"L0647","Rig Veda",7,"1625_Rig Veda.pdf","numero_catalogo"
"L0648","Robin Hood",7,"1626_Robin Hood.pdf","numero_catalogo"
"L0649","Robin Hood",7,"1627_Robin Hood.pdf","numero_catalogo"
"L0650","Si",7,"1633_Si.pdf","numero_catalogo"
"L0651","Stardust",7,"1658_Stardust.pdf","numero_catalogo"
"L0652","Trilogía de Fairy Oak",7,"1666_Trilogía de Fairy Oak.pdf","numero_catalogo"
"L0653","Un destripador de antaño",7,"1667_Un destripador de antaño.pdf","numero_catalogo"
"L0654","Un viejo que leía novelas de amor",7,"1670_Un viejo que leía novelas de amor.pdf","numero_catalogo"
"L0655","Vencidos",7,"1671_Vencidos.pdf","numero_catalogo"
"L0656","Vuelo Nocturno",7,"1674_Vuelo Nocturno.pdf","numero_catalogo"
"L0657","Yo soy Malala",7,"1676_Yo soy Malala.pdf","numero_catalogo"
"L0658","Sub-Terra",7,"1685_Sub-Terra.pdf","numero_catalogo"
"L0659","Sub-Terra",10,"1685_Sub-Terra.pdf","numero_catalogo"
"L0660","La Odisea",7,"1686_La Odisea.pdf","numero_catalogo"
"L0661","La Odisea",11,"1686_La Odisea.pdf","numero_catalogo"
"L0662","La Araucana",7,"1688_La Araucana.pdf","numero_catalogo"
"L0663","La Araucana",8,"1688_La Araucana.pdf","numero_catalogo"
"L0664","La Ilíada",7,"1689_La Ilíada.pdf","numero_catalogo"
"L0665","La Ilíada",8,"1689_La Ilíada.pdf","numero_catalogo"
"L0666","Don Quijote de la Mancha: primera parte",7,"1695_Don Quijote de la Mancha primera parte.pdf","numero_catalogo"
"L0667","Don Quijote de la Mancha: primera parte",8,"1695_Don Quijote de la Mancha primera parte.pdf","numero_catalogo"
"L0668","Don Quijote de la Mancha: primera parte",10,"1695_Don Quijote de la Mancha primera parte.pdf","numero_catalogo"
"L0669","Sub-Sole",7,"1697_Sub-Sole.pdf","numero_catalogo"
"L0670","Sub-Sole",8,"1697_Sub-Sole.pdf","numero_catalogo"
"L0671","Sub-Sole",10,"1697_Sub-Sole.pdf","numero_catalogo"
"L0672","Alicia en el País de las Maravillas",8,"1698_Alicia en el País de las Maravillas.pdf","numero_catalogo"
"L0673","Beowulf",8,"1702_Beowulf.pdf","numero_catalogo"
"L0674","Como en Santiago",8,"1704_Como en Santiago.pdf","numero_catalogo"
"L0675","Crónicas marcianas",8,"1705_Crónicas marcianas.pdf","numero_catalogo"
"L0676","Cuentos judíos de la aldea de Chelm",8,"1706_Cuentos judíos de la aldea de Chelm.pdf","numero_catalogo"
"L0677","Cuentos judíos de la aldea de Chelm",8,"1707_Cuentos judíos de la aldea de Chelm.pdf","numero_catalogo"
"L0678","Cyrano de Bergerac",8,"1708_Cyrano de Bergerac.pdf","numero_catalogo"
"L0679","Divina comedia",8,"1712_Divina comedia.pdf","numero_catalogo"
"L0680","Dos pesos de agua",8,"1714_Dos pesos de agua.pdf","numero_catalogo"
"L0681","El avaro",8,"1715_El avaro.pdf","numero_catalogo"
"L0682","El bigote del tigre",8,"1716_El bigote del tigre.pdf","numero_catalogo"
"L0683","El candor del padre Brown",8,"1717_El candor del padre Brown.pdf","numero_catalogo"
"L0684","El cantar de Rolando",8,"1718_El cantar de Rolando.pdf","numero_catalogo"
"L0685","El contador de historias",8,"1720_El contador de historias.pdf","numero_catalogo"
"L0686","El enfermo imaginario",8,"1721_El enfermo imaginario.pdf","numero_catalogo"
"L0687","El fugitivo",8,"1722_El fugitivo.pdf","numero_catalogo"
"L0688","El fugitivo",8,"1723_El fugitivo.pdf","numero_catalogo"
"L0689","El perro y el caballo",8,"1724_El perro y el caballo.pdf","numero_catalogo"
"L0690","El ruiseñor y la rosa",8,"1725_El ruiseñor y la rosa.pdf","numero_catalogo"
"L0691","Entremés del mancebo que casó con mujer brava",8,"1726_Entremés del mancebo que casó con mujer brava.pdf","numero_catalogo"
"L0692","Éramos los elegidos del sol",8,"1727_Éramos los elegidos del sol.pdf","numero_catalogo"
"L0693","Homero. Ilíada",8,"1728_Homero. Ilíada.pdf","numero_catalogo"
"L0694","La araña",8,"1731_La araña.pdf","numero_catalogo"
"L0695","La Canción de los Nibelungos",8,"1732_La Canción de los Nibelungos.pdf","numero_catalogo"
"L0696","La dama de Shalott",8,"1733_La dama de Shalott.pdf","numero_catalogo"
"L0697","La desaparición de Honorato Subrac",8,"1734_La desaparición de Honorato Subrac.pdf","numero_catalogo"
"L0698","La Divina Comedia",8,"1735_Divina comedia.pdf","numero_catalogo"
"L0699","La fierecilla domada",8,"1736_La fierecilla domada.pdf","numero_catalogo"
"L0700","La melancólica muerte del chico Ostra",8,"1737_La melancólica muerte del chico Ostra.pdf","numero_catalogo"
"L0701","La olla",8,"1738_La olla.pdf","numero_catalogo"
"L0702","Libro de buen amor",8,"1741_Libro de buen amor.pdf","numero_catalogo"
"L0703","Los trabajos y los días",8,"1742_Los trabajos y los días.pdf","numero_catalogo"
"L0704","Muchos gatos para un solo crimen",8,"1743_Muchos gatos para un solo crimen.pdf","numero_catalogo"
"L0705","Obras completas",8,"1745_Obras completas.pdf","numero_catalogo"
"L0706","Poema de Mío Cid",8,"1748_Poema de Mío Cid.pdf","numero_catalogo"
"L0707","Poema del Mío Cid",8,"1749_Poema de Mío Cid.pdf","numero_catalogo"
"L0708","Quinoterapia",8,"1752_Quinoterapia.pdf","numero_catalogo"
"L0709","Relatos de lo inesperado",8,"1753_Relatos de lo inesperado.pdf","numero_catalogo"
"L0710","Setenta balcones y ninguna flor",8,"1754_Setenta balcones y ninguna flor.pdf","numero_catalogo"
"L0711","Solo las flores son nuestra riqueza",8,"1807_Solo las flores son nuestra riqueza.pdf","numero_catalogo"
"L0712","Tristán e Isolda",8,"1808_Tristán e Isolda.pdf","numero_catalogo"
"L0713","Viaje de un naturalista alrededor del Mundo en el navío de S.M Beagle",8,"1810_Viaje de un naturalista alrededor del Mundo en el navío de S.M Beagle.pdf","numero_catalogo"
"L0714","La Eneida",8,"1822_La Eneida.pdf","numero_catalogo"
"L0715","La Eneida",11,"1822_La Eneida.pdf","numero_catalogo"
"L0716","La hija del capitán",8,"1823_La hija del capitán.pdf","numero_catalogo"
"L0717","La hija del capitán",11,"1823_La hija del capitán.pdf","numero_catalogo"
"L0718","Los heraldos negros",8,"1825_Los heraldos negros.pdf","numero_catalogo"
"L0719","Los heraldos negros",12,"1825_Los heraldos negros.pdf","numero_catalogo"
"L0720","Los juegos del hambre",8,"1826_Los juegos del hambre.pdf","numero_catalogo"
"L0721","Los juegos del hambre",12,"1826_Los juegos del hambre.pdf","numero_catalogo"
