"id_libro","titulo","nivel","archivo","tipo_match"
"L0001","¿Para qué quiere el ratón mi diente?",1,"0002_¿Para qué quiere el ratón mi diente_.pdf","numero_catalogo"
"L0002","10 cuentos para abrir el apetito",1,"0005_10 cuentos para abrir el apetito.pdf","numero_catalogo"
"L0003","Burrito y el regalo",1,"0020_El burrito y el regalo.pdf","numero_catalogo"
"L0004","Cebra tiene hipo",1,"0025_La cebra tiene hipo.pdf","numero_catalogo"
"L0005","Donde viven los monstruos",1,"0043_Donde viven los monstruos.pdf","numero_catalogo"
"L0006","El cuervo y la vasija",1,"0049_El cuervo y la vasija.pdf","numero_catalogo"
"L0007","El joven y la grulla",1,"0052_El joven y la grulla.pdf","numero_catalogo"
"L0008","El labrador y el diablo",1,"0053_El labrador y el diablo.pdf","numero_catalogo"
"L0009","El león que no sabía escribir",1,"0054_El león que no sabia escribir.pdf","numero_catalogo"
"L0010","El león y el ratón",1,"0055_El león y el ratón.pdf","numero_catalogo"
"L0011","El león y los cuatro bueyes",1,"0056_El león y los cuatro bueyes.pdf","numero_catalogo"
"L0012","El lobo y los siete cabritos",1,"0058_El lobo y los siete cabritos.pdf","numero_catalogo"
"L0013","El negrito zambo",1,"0062_El negrito zambo.pdf","numero_catalogo"
"L0014","El pastorcito mentiroso",1,"0063_El pastorcito mentiroso.pdf","numero_catalogo"
"L0015","El regalo del sol",1,"0065_El regalo del sol.pdf","numero_catalogo"
"L0016","El rey mocho",1,"0067_El rey mocho.pdf","numero_catalogo"
"L0017","El tigre y el ratón",1,"0071_El tigre y el ratón.pdf","numero_catalogo"
"L0018","El tonto Perico,",1,"0073_El tonto perico.pdf","numero_catalogo"
"L0019","El topo que quería saber quién se había hecho eso en su cabeza",1,"0074_El topo que quería saber quién se había hecho eso en su cabeza.pdf","numero_catalogo"
"L0020","El valiente Teo",1,"0075_El valiente Teo.pdf","numero_catalogo"
"L0021","El viaje de Babar",1,"0076_El viaje de Babar.pdf","numero_catalogo"
"L0022","Elmer",1,"0078_Elmer.pdf","numero_catalogo"
"L0023","Fernando furioso",1,"0084_Fernando furioso.pdf","numero_catalogo"
"L0024","Frederick",1,"085_Frederick.pdf","numero_catalogo"
"L0025","Hamamelis, Miosotis y el Señor Sorpresa",1,"0091_Hamamelis, Miosotis y el.pdf","numero_catalogo"
"L0026","Hansel y Gretel",1,"0092_Hansel y Gretel.pdf","numero_catalogo"
"L0027","Historias de ratones",1,"0095_Historias de ratones.pdf","numero_catalogo"
"L0028","Juanito y las semillas mágicas",1,"0097_Juanito y las semillas.pdf","numero_catalogo"
"L0029","La cebra Camila",1,"0101_La cebra Camila.pdf","numero_catalogo"
"L0030","La cigarra y la hormiga",1,"0102_La cigarra y la hormiga.pdf","numero_catalogo"
"L0031","La flor Lililá,",1,"0103_La flor de lililá.pdf","numero_catalogo"
"L0032","La gallina roja y el grano de trigo",1,"0105_La gallina roja y el grano de trigo.pdf","numero_catalogo"
"L0033","La hormiguita",1,"0107_La hormiguita.pdf","numero_catalogo"
"L0034","La liebre y la tortuga",1,"0108_La liebre y la tortuga.pdf","numero_catalogo"
"L0035","La pequeña noche",1,"0112_La pequeña noche.pdf","numero_catalogo"
"L0036","La pequeña oruga glotona",1,"0113_La pequeña oruga glotona.pdf","numero_catalogo"
"L0037","La sorpresa",1,"0116_La sorpresa.pdf","numero_catalogo"
"L0038","La sorpresa de Nandi",1,"0117_La sorpresa de Nandi.pdf","numero_catalogo"
"L0039","La tortilla corredora",1,"0120_La tortilla corredora.pdf","numero_catalogo"
"L0040","Las tres plumas",1,"0124_Las tres plumas.pdf","numero_catalogo"
"L0041","Los animales no se visten",1,"0126_Los animales no se visten.pdf","numero_catalogo"
"L0042","Los cocodrilos copiones",1,"0127_Los cocodrilos copiones.pdf","numero_catalogo"
"L0043","Los duendes y el zapatero",1,"0128_Los duendes y el zapatero.pdf","numero_catalogo"
"L0044","Los músicos de Bremen",1,"0129_Los músicos de Bremen.pdf","numero_catalogo"
"L0045","Los secretos del abuelo sapo",1,"0131_Los secretos del abuelo.pdf","numero_catalogo"
"L0046","Los tres bandidos",1,NA,"sin_archivo_para_numero"
"L0047","Los tres chanchitos",1,"0134_Los tres chanchitos.pdf","numero_catalogo"
"L0048","Lucía Moñitos",1,"0135_Lucía Moñitos.pdf","numero_catalogo"
"L0049","Madre Nieve",1,"00136_Madre nieve.pdf","numero_catalogo"
"L0050","Matías dibuja el sol",1,"0139_Matías dibuja el so.pdf","numero_catalogo"
"L0051","Mira lo que tengo",1,"0142_Mira lo que tengo.pdf","numero_catalogo"
"L0052","Ni un pelo de tonto",1,"0145_Ni un pelo de tonto.pdf","numero_catalogo"
"L0053","No te rías Pepe",1,"0146_No te rías Pepe.pdf","numero_catalogo"
"L0054","Ochopatas y un cuento",1,"0148_Ochopatas y un cuento.pdf","numero_catalogo"
"L0055","Para ver y no creer",1,"0151_Para ver y no creer.pdf","numero_catalogo"
"L0056","Un paseo al campo",1,"0168_Un paseo al campo.pdf","numero_catalogo"
"L0057","Una sopa de piedra",1,"0169_Una sopa de piedra.pdf","numero_catalogo"
"L0058","Willy y el tímido",1,"0177_Willy y el tímido.pdf","numero_catalogo"
"L0059","Agamenón",9,"0180_Agamenón.pdf","numero_catalogo"
"L0060","Antiguo Testamento",9,"0183_Antiguo Testamento.pdf","numero_catalogo"
"L0061","Canción del río indiferente",9,"0186_Canción del río indiferente.pdf","numero_catalogo"
"L0062","Carta de Dickens a su hijo",9,"0187_Carta de Dickens a su hijo.pdf","numero_catalogo"
"L0063","Creación del hombre. Popol Vuh",9,"0191_Creación del hombre. Popol Vuh.pdf","numero_catalogo"
"L0064","Crepúsculo",9,"0192_Crepúsculo.pdf","numero_catalogo"
"L0065","Crónica de una muerte anunciada",9,"0193_Crónica de una muerte anunciada.pdf","numero_catalogo"
"L0066","Cuentos de amor, de locura y de muerte",9,"0194_Cuentos de amor, de locura y de muerte.pdf","numero_catalogo"
"L0067","Cuentos de Pedro Urdemales",9,"0195_Cuentos de Pedro Urdemales.pdf","numero_catalogo"
"L0068","Cumbres borrascosas",9,"0196_Cumbres borrascosas.pdf","numero_catalogo"
"L0069","Décimas de la Negra Ester",9,"0197_Décimas de la Negra Ester.pdf","numero_catalogo"
"L0070","Después de tanto mar",9,"0199_Después de tanto mar.pdf","numero_catalogo"
"L0071","Domo y Lituche",9,"0200_Domo y Lituche.pdf","numero_catalogo"
"L0072","Don Juan Tenorio",9,"0201_Don Juan Tenorio.pdf","numero_catalogo"
"L0073","Drácula",9,"0203_Drácula.pdf","numero_catalogo"
"L0074","El baile",9,"0205_El baile.pdf","numero_catalogo"
"L0075","El barón de Münchhausen",9,"0206_El barón de Münchhausen.pdf","numero_catalogo"
"L0076","El conde de Montecristo",9,"0207_El conde de Montecristo.pdf","numero_catalogo"
"L0077","El conde Lucanor",9,"0208_El conde Lucanor.pdf","numero_catalogo"
"L0078","El delantal blanco",9,"0209_El delantal blanco.pdf","numero_catalogo"
"L0079","El estudiante de Salamanca",9,"0210_El estudiante de Salamanca.pdf","numero_catalogo"
"L0080","El gaucho Martín Fierro",9,"0211_El gaucho Martín Fierro.pdf","numero_catalogo"
"L0081","El guardián entre el centeno",9,"0212_El guardián entre el centeno.pdf","numero_catalogo"
"L0082","El ingenioso hidalgo don Quijote de la Mancha: segunda parte",9,"0213_El ingenioso hidalgo don Quijote de la Mancha segunda parte.pdf","numero_catalogo"
"L0083","El lazarillo de Tormes",9,"0214_El lazarillo de Tormes.pdf","numero_catalogo"
"L0084","El libro talonario",9,"0215_El libro talonario.pdf","numero_catalogo"
"L0085","El retrato de Dorian Gray",9,"0216_El retrato de Dorian Gray.pdf","numero_catalogo"
"L0086","El verdadero final de la bella durmiente",9,"0219_El verdadero final de la bella durmiente.pdf","numero_catalogo"
"L0087","Extractos de los diarios de Adán y de Eva",9,"0223_Extractos de los diarios de Adán y de Eva.pdf","numero_catalogo"
"L0088","Fedra",9,"0224_Fedra.pdf","numero_catalogo"
"L0089","Frankestein o el moderno Prometeo",9,"0225_Frankestein o el moderno Prometeo.pdf","numero_catalogo"
"L0090","Himno a la noche",9,"0226_Himno a la noche.pdf","numero_catalogo"
"L0091","Historia de cronopios y famas",9,"0227_Historia de cronopios y famas.pdf","numero_catalogo"
"L0092","Historias de Cronopios y de Famas",9,NA,"sin_archivo_para_numero"
"L0093","Inquietudes sentimentales",9,"0230_Inquietudes sentimentales.pdf","numero_catalogo"
"L0094","Iván el imbécil",9,"0231_Iván el imbécil.pdf","numero_catalogo"
"L0095","Jane Eyre",9,"0232_Jane Eyre.pdf","numero_catalogo"
"L0096","La balada del café triste",9,"0234_La balada del café triste.pdf","numero_catalogo"
"L0097","La casa de Asterión",9,"0236_La casa de Asterión.PDF","numero_catalogo"
"L0098","La dama de las camelias",9,"0239_La dama de las camelias.pdf","numero_catalogo"
"L0099","La miseria del hombre",9,"0240_La miseria del hombre.pdf","numero_catalogo"
"L0100","La Nona",9,"0241_La Nona.pdf","numero_catalogo"
"L0101","La Odisea",9,"0242_La Odisea.pdf","numero_catalogo"
"L0102","La ópera de dos centavos",9,"0243_La ópera de dos centavos.pdf","numero_catalogo"
"L0103","La verdadera historia de la bella durmiente",9,NA,"sin_archivo_para_numero"
"L0104","La vida simplemente",9,"0246_La vida simplemente.pdf","numero_catalogo"
"L0105","Los jefes",9,"0251_Los jefes.pdf","numero_catalogo"
"L0106","Los Miserables",9,"0252_Los Miserables.pdf","numero_catalogo"
"L0107","Martín Rivas",9,"0253_Martín Rivas.pdf","numero_catalogo"
"L0108","Más allá del horizonte",9,"0254_Más allá del horizonte.pdf","numero_catalogo"
"L0109","Odio al árbol",9,"0261_Odio al árbol.pdf","numero_catalogo"
"L0110","Ópera de los dos centavos",9,"0262_Ópera de los dos centavos.pdf","numero_catalogo"
"L0111","Orgullo y Prejuicio",9,"0263_Orgullo y Prejuicio.pdf","numero_catalogo"
"L0112","Pinocho",9,"0265_Pinocho.pdf","numero_catalogo"
"L0113","Poemas de amor",9,"0266_Poemas de amor.pdf","numero_catalogo"
"L0114","Popol Vuh",9,"0267_Popol Vuh.pdf","numero_catalogo"
"L0115","Prometeo",9,"0268_Prometeo.pdf","numero_catalogo"
"L0116","Prometeo encadenado",9,"0269_Prometeo.pdf","numero_catalogo"
"L0117","Prometeo liberado",9,"0270_Prometeo liberado.pdf","numero_catalogo"
"L0118","Rebelión de la granja",9,"0271_Rebelión de la granja.pdf","numero_catalogo"
"L0119","Rimas y leyendas",9,"0272_Rimas y leyendas.pdf","numero_catalogo"
"L0120","Satiricón",9,"0274_Satiricón.pdf","numero_catalogo"
"L0121","Un cuento de navidad",9,"0280_Un cuento de navidad.pdf","numero_catalogo"
"L0122","¡No funciona la tele!",2,"0286_¡No funciona la tele!.pdf","numero_catalogo"
"L0123","Abuela de arriba, abuela de abajo",2,"0289_Abuela de arriba, abuela de abajo.pdf","numero_catalogo"
"L0124","Caco y la Turu",2,"0296_Caco y la Turu.pdf","numero_catalogo"
"L0125","Camilón comilón",2,"0297_Camilón comilón.pdf","numero_catalogo"
"L0126","Caperucita roja",2,"0305_Caperucita roja.pdf","numero_catalogo"
"L0127","Caperucita roja tal como se la contaron a Jorge",2,"0306_Caperucita roja tal como se la contaron a Jorge.pdf","numero_catalogo"
"L0128","Corazón de mandarín",2,"0308_Corazón de mandarín.pdf","numero_catalogo"
"L0129","Delia Degú y su sombrero",2,"0317_Delia Degú y su sombrero.pdf","numero_catalogo"
"L0130","Días con Sapo y Sepo",2,"0318_Días con Sapo y Sepo.pdf","numero_catalogo"
"L0131","Disculpe… ¿Es usted una bruja?",2,"0321_Disculpe… ¿Es usted una bruja.pdf","numero_catalogo"
"L0132","El árbol generoso",2,"0323_El árbol generoso.pdf","numero_catalogo"
"L0133","El cóndor y la pastora",2,"0327_El cóndor y la pastora.pdf","numero_catalogo"
"L0134","El coyote y la tortuga (leyenda hopi)",2,"0328_El coyote y la tortuga (leyenda hopi).pdf","numero_catalogo"
"L0135","El domador de monstruos",2,"0330_El domador de monstruos.pdf","numero_catalogo"
"L0136","El dragón color frambuesa",2,"0331_El dragón color frambuesa.pdf","numero_catalogo"
"L0137","El fantasma de palacio",2,"0332_El fantasma de palacio.pdf","numero_catalogo"
"L0138","El gorila Razán",2,"0336_El gorila Razán.pdf","numero_catalogo"
"L0139","El mono imitamonos",2,"0339_El mono imitamonos.pdf","numero_catalogo"
"L0140","El oso que no lo era",2,"0342_El oso que no lo era.pdf","numero_catalogo"
"L0141","El pez arcoiris",2,"0345_El pez arcoiris.pdf","numero_catalogo"
"L0142","El problema de Martina",2,"0347_El problema de Martina.pdf","numero_catalogo"
"L0143","El rey sapo",2,NA,"sin_archivo_para_numero"
"L0144","El rey solito",2,"0349_El rey solito.pdf","numero_catalogo"
"L0145","El sastrecillo valiente",2,"0350_El sastrecillo valiente.pdf","numero_catalogo"
"L0146","Eva y su Tan",2,"0361_Eva y su Tan.pdf","numero_catalogo"
"L0147","Fábula de la ratoncita presumida",2,"0363_Fábula de la ratoncita presumida.pdf","numero_catalogo"
"L0148","Flon Flon y Musina",2,"0365_Flon Flon y Musina.pdf","numero_catalogo"
"L0149","Franz se mete en problemas de amor",2,"0367_Franz se mete en problemas de amor.pdf","numero_catalogo"
"L0150","Gazapito quiere comer torta",2,"0370_Gazapito quiere comer torta.pdf","numero_catalogo"
"L0151","Kiwi",2,"0377_Kiwi.pdf","numero_catalogo"
"L0152","La Añañuca (leyenda chilena)",2,"0379_La Añañuca (leyenda chilena).pdf","numero_catalogo"
"L0153","La bruja Mon",2,"0382_La bruja Mon.pdf","numero_catalogo"
"L0154","La fuerza de la gacela",2,"0385_La fuerza de la gacela.pdf","numero_catalogo"
"L0155","La hormiguita Cantora y el duende Melodía",2,"0386_La hormiguita Cantora y el duende Melodía.pdf","numero_catalogo"
"L0156","La liebre y el erizo",2,"0387_La liebre y el erizo.pdf","numero_catalogo"
"L0157","La otra orilla",2,"0393_La otra orilla.pdf","numero_catalogo"
"L0158","La princesa y el guisante",2,"0397_La princesa y el guisante.pdf","numero_catalogo"
"L0159","La reina de las abejas",2,"0399_La reina de las abejas.pdf","numero_catalogo"
