"espacio","ari_nivel_k12","ari_etapa_k3","silueta_k3","silueta_k12","mantel_r","mantel_p"
"lsa_chord_ward",0.0419258290550973,0.120587900846664,0.00254839167991459,0.0106610673316406,0.2700382148108,0.001
"tfidf_correlacion_ward",0.0450693409765148,0.0867559677734775,0.0180848615009626,0.0168803165759992,0.2700382148108,0.001
