"doc_id","n_oraciones_af","polaridad_media","polaridad_sd","prop_oraciones_negativas","n_anger","n_anticipation","n_disgust","n_fear","n_joy","n_sadness","n_surprise","n_trust","prop_ira","prop_anticipacion","prop_asco","prop_miedo","prop_alegria","prop_tristeza","prop_sorpresa","prop_confianza"
"L0023",24,0.00741380590649491,0.0316475669130753,0.125,3,4,3,8,4,3,2,4,0.0967741935483871,0.129032258064516,0.0967741935483871,0.258064516129032,0.129032258064516,0.0967741935483871,0.0645161290322581,0.129032258064516
"L0024",35,0.0383971863803797,0.129726730080081,0.171428571428571,11,16,2,6,16,8,8,15,0.134146341463415,0.195121951219512,0.024390243902439,0.0731707317073171,0.195121951219512,0.0975609756097561,0.0975609756097561,0.182926829268293
"L0026",47,-0.023618788340186,0.170970170582097,0.48936170212766,44,51,52,55,41,55,20,39,0.123249299719888,0.142857142857143,0.145658263305322,0.15406162464986,0.11484593837535,0.15406162464986,0.0560224089635854,0.109243697478992
"L0027",37,-0.0241205491205491,0.265006503664343,0.27027027027027,0,8,0,3,11,17,0,8,0,0.170212765957447,0,0.0638297872340425,0.234042553191489,0.361702127659574,0,0.170212765957447
"L0028",91,-0.0530796857415343,0.367385258775612,0.351648351648352,42,61,45,72,48,40,44,37,0.107969151670951,0.15681233933162,0.115681233933162,0.185089974293059,0.123393316195373,0.102827763496144,0.113110539845758,0.0951156812339332
"L0030",25,0.0905790212606869,0.147876214780883,0.16,16,34,9,8,43,20,13,26,0.0946745562130177,0.201183431952663,0.0532544378698225,0.0473372781065089,0.254437869822485,0.118343195266272,0.0769230769230769,0.153846153846154
"L0031",87,0.0330121393700965,0.166627597401172,0.28735632183908,35,48,35,63,50,72,27,78,0.0857843137254902,0.117647058823529,0.0857843137254902,0.154411764705882,0.122549019607843,0.176470588235294,0.0661764705882353,0.191176470588235
"L0032",23,0.0790436235516327,0.151850003230932,0.173913043478261,2,12,2,0,15,4,5,18,0.0344827586206897,0.206896551724138,0.0344827586206897,0,0.258620689655172,0.0689655172413793,0.0862068965517241,0.310344827586207
"L0033",57,-0.0687632522798999,0.144255808277998,0.385964912280702,10,18,9,17,8,50,9,14,0.0740740740740741,0.133333333333333,0.0666666666666667,0.125925925925926,0.0592592592592593,0.37037037037037,0.0666666666666667,0.103703703703704
"L0034",28,-0.0959307207731577,0.585312434233762,0.285714285714286,11,13,7,14,8,15,6,5,0.139240506329114,0.164556962025316,0.0886075949367089,0.177215189873418,0.10126582278481,0.189873417721519,0.0759493670886076,0.0632911392405063
"L0036",20,0.00710885605622447,0.254211303506973,0.05,1,6,5,3,5,10,2,4,0.0277777777777778,0.166666666666667,0.138888888888889,0.0833333333333333,0.138888888888889,0.277777777777778,0.0555555555555556,0.111111111111111
"L0037",31,0.0654360528690204,0.362555245207332,0.129032258064516,4,27,5,13,49,3,21,27,0.0268456375838926,0.181208053691275,0.0335570469798658,0.087248322147651,0.328859060402685,0.0201342281879195,0.140939597315436,0.181208053691275
"L0039",89,-0.0317405745559118,0.214575578918758,0.370786516853933,8,17,28,26,10,38,25,19,0.0467836257309941,0.0994152046783626,0.16374269005848,0.152046783625731,0.0584795321637427,0.222222222222222,0.146198830409357,0.111111111111111
"L0040",62,0.0135686625827699,0.134736190197463,0.290322580645161,17,31,25,19,21,28,18,38,0.0862944162436548,0.157360406091371,0.126903553299492,0.0964467005076142,0.106598984771574,0.142131979695431,0.0913705583756345,0.192893401015228
"L0043",31,0.0410669379988145,0.139722458576247,0.225806451612903,9,45,7,18,32,22,26,38,0.0456852791878173,0.228426395939086,0.0355329949238579,0.0913705583756345,0.16243654822335,0.111675126903553,0.131979695431472,0.192893401015228
"L0044",143,-0.0318087179622993,0.259479167526992,0.300699300699301,40,53,69,76,39,52,39,63,0.0928074245939675,0.122969837587007,0.160092807424594,0.176334106728538,0.0904872389791183,0.120649651972158,0.0904872389791183,0.146171693735499
"L0045",341,0.0255307660732881,0.263114860378152,0.0791788856304985,19,20,37,54,39,23,33,56,0.0676156583629893,0.0711743772241993,0.131672597864769,0.192170818505338,0.138790035587189,0.0818505338078292,0.117437722419929,0.199288256227758
"L0047",40,-0.0268889175039757,0.169214302397685,0.375,37,13,35,42,9,14,12,35,0.187817258883249,0.065989847715736,0.177664974619289,0.213197969543147,0.0456852791878173,0.0710659898477157,0.0609137055837563,0.177664974619289
"L0049",64,0.00572015840571793,0.132449806801154,0.390625,26,47,23,35,42,51,25,46,0.088135593220339,0.159322033898305,0.0779661016949153,0.11864406779661,0.142372881355932,0.172881355932203,0.0847457627118644,0.155932203389831
"L0051",209,0.0383584770554727,0.250392197887048,0.15311004784689,24,109,32,33,101,52,77,127,0.0432432432432432,0.196396396396396,0.0576576576576577,0.0594594594594595,0.181981981981982,0.0936936936936937,0.138738738738739,0.228828828828829
"L0055",1800,0.016998896594397,0.214596810714031,0.112777777777778,231,292,241,365,316,379,111,366,0.100391134289439,0.12690134724033,0.104737070838766,0.158626684050413,0.137331594958714,0.16471099521947,0.0482398956975228,0.159061277705346
"L0056",23,0.0698470209339775,0.129748870748745,0,2,7,2,2,5,1,3,3,0.08,0.28,0.08,0.08,0.2,0.04,0.12,0.12
"L0057",30,0.0734906242122893,0.269626775726775,0.3,11,13,16,9,14,7,22,16,0.101851851851852,0.12037037037037,0.148148148148148,0.0833333333333333,0.12962962962963,0.0648148148148148,0.203703703703704,0.148148148148148
"L0059",1105,0.00944625590275428,0.343217084708009,0.304977375565611,722,686,549,915,549,905,361,725,0.133407243163341,0.126755358462676,0.101441241685144,0.169068736141907,0.101441241685144,0.167220990391722,0.0667036215816704,0.133961566888396
"L0060",83108,0.0269101600649068,0.259324401922577,0.173629494152188,21371,28680,19845,31430,23934,23671,11870,47378,0.102656848193141,0.137766057095096,0.0953266179585837,0.150975842904424,0.114968368567435,0.113705032688215,0.0570182391115338,0.227582993481571
"L0061",975,-0.0219511595919784,0.154630639363269,0.287179487179487,317,403,235,406,251,496,189,293,0.122393822393822,0.155598455598456,0.0907335907335907,0.156756756756757,0.0969111969111969,0.191505791505792,0.072972972972973,0.113127413127413
"L0062",28,0.00877763692889743,0.109135697415144,0.214285714285714,7,9,5,11,8,20,5,26,0.0769230769230769,0.0989010989010989,0.0549450549450549,0.120879120879121,0.0879120879120879,0.21978021978022,0.0549450549450549,0.285714285714286
"L0063",337,0.0496173400209825,0.160767518196672,0.169139465875371,46,161,82,99,129,93,86,168,0.0532407407407407,0.186342592592593,0.0949074074074074,0.114583333333333,0.149305555555556,0.107638888888889,0.099537037037037,0.194444444444444
"L0064",11694,0.0175894175373634,0.243911920615531,0.233538566786386,2559,4846,1841,3994,3205,4565,2772,5471,0.0874782073633474,0.16565822308823,0.0629337162000479,0.136533005161864,0.1095614125047,0.156052370697023,0.094759511844939,0.187023553139849
"L0065",1390,0.00893456634995313,0.152573642531506,0.299280575539568,771,1280,587,1128,792,1291,648,1547,0.0958478368970661,0.159124813525609,0.0729736449527598,0.140228741919443,0.0984584783689707,0.160492292391845,0.0805569368473396,0.192317255096967
"L0066",3849,-0.0134470578336956,0.273404813219446,0.319563522992985,1527,1997,1309,2267,1491,2431,1049,2035,0.108251807741387,0.141570962710903,0.0927973911810577,0.160711753863604,0.10569970225436,0.172338012193393,0.0743655182191975,0.144264851836098
"L0067",745,-0.00120674380990754,0.14923966148583,0.151677852348993,177,262,182,295,175,255,101,304,0.101085094231867,0.149628783552256,0.103940605368361,0.168475157053113,0.0999428897772701,0.145631067961165,0.0576813249571673,0.173615077098801
"L0068",7718,-0.0170595184129874,0.231632595906126,0.316403213267686,3135,3631,2854,4192,2460,4721,1878,4474,0.114646187602852,0.132784786981167,0.104370085938929,0.153300420552203,0.0899616017553483,0.172645821905284,0.0686780032912781,0.163613091972938
"L0069",1250,0.0112897044147507,0.130607540811444,0.1704,208,386,197,297,273,480,182,556,0.0806514152772392,0.149670414889492,0.0763861962000776,0.115160915083366,0.105854982551377,0.186118650639783,0.0705699883675843,0.215587436991082
"L0071",566,0.0687089895017791,0.237425760858379,0.134275618374558,105,249,69,143,238,133,143,308,0.0756484149855908,0.179394812680115,0.0497118155619597,0.103025936599424,0.171469740634006,0.095821325648415,0.103025936599424,0.221902017291066
"L0072",2696,0.0438389359579363,0.385914272360948,0.181379821958457,568,865,720,956,595,838,318,1359,0.0913330117382216,0.139089885833735,0.115774240231548,0.153722463418556,0.0956745457469046,0.134748351825052,0.0511336227689339,0.218523878437048
"L0073",10359,0.0161004920579051,0.229870088345284,0.287479486436915,4489,8182,3991,7570,5132,7497,3613,8402,0.0918446681397823,0.167403224486456,0.0816556182993698,0.154881741550045,0.105000409198789,0.153388165971029,0.0739217611915869,0.171904411162943
"L0074",1005,-0.00481557486568517,0.244570212816428,0.285572139303483,349,553,284,462,391,531,238,527,0.104647676161919,0.165817091454273,0.0851574212893553,0.138530734632684,0.117241379310345,0.159220389805097,0.0713643178410795,0.158020989505247
"L0075",1346,0.00996841752595729,0.140942385582885,0.309063893016345,839,1343,646,1276,872,1115,672,1517,0.101328502415459,0.16219806763285,0.0780193236714976,0.154106280193237,0.105314009661836,0.134661835748792,0.0811594202898551,0.183212560386473
"L0076",31439,0.0294782989078512,0.253140360074326,0.230509876268329,12390,18508,11472,18243,13699,18346,9442,26828,0.0961001489203276,0.14355299081658,0.0889798957557707,0.141497580044676,0.106253102506826,0.142296475552246,0.073234673616282,0.208085132787292
"L0077",2220,0.0228477364494999,0.189136078231693,0.286036036036036,2300,2393,1836,3152,1724,3125,1062,3935,0.117785630153121,0.122548266502791,0.0940236595483177,0.161417524453321,0.0882880114712962,0.16003482357761,0.0543862344446151,0.201515849848927
"L0078",478,0.0263619753635031,0.260306703348883,0.146443514644351,74,122,67,105,109,80,66,117,0.1,0.164864864864865,0.0905405405405405,0.141891891891892,0.147297297297297,0.108108108108108,0.0891891891891892,0.158108108108108
"L0079",622,-0.0524211870143174,0.301114567714498,0.406752411575563,521,486,430,723,395,840,288,440,0.126364297841378,0.117875333495028,0.104292990540868,0.175357749211739,0.0958040261945186,0.203735144312394,0.069852049478535,0.10671840892554
"L0080",2902,-0.0417959403948574,0.2544285208923,0.342866988283942,1301,1335,994,1868,926,2150,704,1294,0.123060915626182,0.12627695800227,0.0940219447597427,0.176693151721529,0.0875898600075672,0.203367385546727,0.066590995081347,0.122398789254635
"L0081",6781,0.00359602014711185,0.243603833094578,0.245981418669813,1512,1850,1380,2165,1201,2881,1043,2431,0.104542626011201,0.127912604577197,0.0954158888197469,0.149692318329531,0.0830394800525479,0.199197953398327,0.0721150522021711,0.168084076609279
"L0082",7456,-0.00472184212039448,0.221660878523974,0.254828326180258,5020,6340,5284,6985,4802,6807,2890,10842,0.102511741882785,0.129467020624872,0.107902797631203,0.14263835001021,0.0980600367571983,0.139003471513171,0.0590157239125996,0.22140085766796
"L0083",834,0.00594074997740287,0.133533285288598,0.334532374100719,486,694,501,743,456,772,290,931,0.0997332238867228,0.142417402011081,0.102811409809152,0.152472809357685,0.0935768520418633,0.158423968807716,0.0595115945003078,0.191052739585471
"L0084",172,-0.034832216916437,0.242265288787331,0.25,61,80,63,107,56,76,40,80,0.108348134991119,0.142095914742451,0.11190053285968,0.190053285968028,0.0994671403197158,0.134991119005329,0.0710479573712256,0.142095914742451
"L0085",6796,0.00771791235513052,0.298438929420436,0.271483225426722,2570,3336,2583,3648,3167,4116,2097,3969,0.100839676685239,0.1308953935494,0.101349760652907,0.143137408773444,0.124264301969709,0.161500431609511,0.0822804677077611,0.155732559052029
"L0086",312,0.020495509169099,0.131239988353919,0.266025641025641,111,288,117,214,262,252,144,241,0.0681399631675875,0.176795580110497,0.0718232044198895,0.131368937998772,0.160834868017188,0.154696132596685,0.0883977900552486,0.147943523634131
"L0087",750,0.00149226753363858,0.206622317161895,0.281333333333333,240,469,254,413,377,452,271,478,0.0812457684495599,0.158767772511848,0.0859851049424509,0.139810426540284,0.12762356127285,0.153012863913338,0.0917400135409614,0.161814488828707
"L0088",2756,-0.0178312941038128,0.197664590120334,0.172351233671988,897,658,636,1129,550,1027,386,831,0.146712463199215,0.107621851488387,0.104023552502453,0.184658161596336,0.0899574746483481,0.167975139025188,0.0631337912986588,0.135917566241413
"L0089",4342,-0.00141361657469908,0.245732111738318,0.340856748042377,2973,3681,2397,4065,3198,4213,2083,3885,0.112209850915267,0.138931873938479,0.0904698999811285,0.153425174561238,0.120702019248915,0.15901113417626,0.0786186072843933,0.14663143989432
"L0090",262,0.0275232117187259,0.236910522109782,0.225190839694656,135,357,98,253,345,292,181,253,0.0705329153605016,0.186520376175549,0.0512016718913271,0.132183908045977,0.18025078369906,0.152560083594566,0.0945663531870428,0.132183908045977
"L0091",971,-0.000231149587699794,0.25592738847226,0.307929969104016,585,915,523,783,670,931,476,1130,0.097289206718776,0.152170297688342,0.0869782138699484,0.130217861300516,0.111425245301846,0.154831199068685,0.0791618160651921,0.187926159986695
"L0093",1240,-0.0112209540647542,0.425415137776269,0.183870967741935,239,357,223,393,367,527,229,274,0.0916059793024147,0.13683403602913,0.0854733614411652,0.150632426216941,0.140666922192411,0.201993100804906,0.0877730931391338,0.105021080873898
"L0094",801,-0.00190023633098999,0.224418075123154,0.287141073657928,385,367,191,306,246,451,164,419,0.152234084618426,0.145116646896006,0.0755239224990115,0.120996441281139,0.0972716488730724,0.178331356267299,0.0648477659153816,0.165678133649664
"L0095",11189,0.0173590944272628,0.236690592110781,0.249352042184288,3498,5759,3045,5052,4616,5934,2754,7003,0.0928812299195454,0.152916810493614,0.0808528716709594,0.134144074772311,0.122567111866387,0.157563527256313,0.0731260455112716,0.185948328509599
"L0096",1496,-0.0107917725191169,0.178851669707488,0.362967914438503,638,935,626,881,630,1067,452,885,0.104350670592084,0.152927706902192,0.102387962054302,0.144095518482172,0.103042198233562,0.174517500817795,0.0739286882564606,0.144749754661433
"L0097",74,0.00674325987981008,0.189659650398819,0.283783783783784,21,33,16,26,24,32,19,37,0.100961538461538,0.158653846153846,0.0769230769230769,0.125,0.115384615384615,0.153846153846154,0.0913461538461538,0.177884615384615
"L0098",4467,0.00675199646208823,0.225550647689457,0.247817327065144,1550,2857,1280,2246,2223,2950,1270,2994,0.0892343120322395,0.16447898675878,0.0736902705814623,0.12930339666091,0.127979274611399,0.169833045480714,0.0731145653425446,0.172366148531952
"L0099",1216,-0.0250033538754678,0.202681961887139,0.387335526315789,825,887,696,1045,745,1062,533,748,0.126127503439841,0.135606176425623,0.10640574835652,0.159761504357132,0.113896957651735,0.162360495337104,0.0814860113132548,0.114355603118789
"L0100",2788,0.0177439324162886,0.27797394082975,0.157819225251076,229,565,218,339,317,540,248,554,0.0760797342192691,0.187707641196013,0.0724252491694352,0.112624584717608,0.10531561461794,0.179401993355482,0.0823920265780731,0.184053156146179
"L0101",3296,0.024038690593807,0.174751970598456,0.258191747572816,1442,2127,1109,2040,1749,1892,937,2512,0.104432213209733,0.154041135573581,0.0803157589803013,0.14774044032445,0.126665701042874,0.13702201622248,0.0678592120509849,0.181923522595597
"L0102",3098,0.0266136919052835,0.293865794172187,0.193027759845061,694,906,690,1012,781,1063,470,1405,0.0988463181882923,0.129041447087309,0.0982765987751033,0.144139011536818,0.111237715425153,0.151402934054978,0.066942031049708,0.200113943882638
"L0104",3744,-0.00740194449209974,0.207332042320639,0.311431623931624,1553,1923,1336,1981,1443,2340,1118,2271,0.111206587898317,0.137701396348013,0.0956677407805227,0.141854636591479,0.103329752953813,0.167561761546724,0.0800572860723237,0.162620837808808
"L0105",2514,-0.0168515958577682,0.3139575166162,0.281622911694511,871,803,595,1118,496,881,598,961,0.137751067531235,0.126996678791713,0.0941009014708208,0.176814803099794,0.0784437766882809,0.139332595287047,0.0945753597975644,0.151984817333544
"L0106",13750,-0.00814139032168275,0.2558615860668,0.278981818181818,4836,6360,4650,7501,4526,7438,3456,8034,0.103331125403303,0.135894532168116,0.0993568513493301,0.160274353112113,0.096707335313348,0.158928228029316,0.0738445759705989,0.171662998653875
"L0108",1322,0.0216464985419298,0.214419733782509,0.0824508320726172,110,224,82,150,172,175,87,223,0.0899427636958299,0.183156173344235,0.0670482420278005,0.122649223221586,0.140637775960752,0.143090760425184,0.07113654946852,0.182338511856092
"L0109",87,0.0661218515289993,0.169230643266208,0.183908045977011,73,75,58,48,58,40,43,104,0.146292585170341,0.150300601202405,0.11623246492986,0.0961923847695391,0.11623246492986,0.0801603206412826,0.0861723446893788,0.208416833667335
"L0110",3098,0.0266136919052835,0.293865794172187,0.193027759845061,694,906,690,1012,781,1063,470,1405,0.0988463181882923,0.129041447087309,0.0982765987751033,0.144139011536818,0.111237715425153,0.151402934054978,0.066942031049708,0.200113943882638
"L0111",7136,0.0436118582640617,0.206142074417907,0.205997757847534,2306,5053,2383,3110,4273,3966,2242,7018,0.075977727257751,0.166485453527067,0.0785147112121512,0.102467793482917,0.140786135547428,0.130671147573391,0.0738690652696781,0.231227966129617
"L0112",3082,-0.00811617952649371,0.254329731418915,0.288124594419208,1225,1732,1255,1850,1387,2037,978,1898,0.0990939977349943,0.140106778838376,0.10152078951626,0.149652159844685,0.112198673353826,0.164779161947905,0.0791134120692445,0.15353502669471
"L0113",180,-0.0302376447168274,0.137927907015886,0.383333333333333,111,149,74,163,147,252,79,132,0.100271002710027,0.134598012646793,0.0668473351400181,0.147244805781391,0.132791327913279,0.227642276422764,0.0713640469738031,0.119241192411924
"L0115",823,-0.025786160852684,0.293046139064039,0.301336573511543,440,385,327,651,298,572,186,442,0.133292941532869,0.11663132384126,0.0990608906392002,0.197212965767949,0.0902756740381702,0.173280823992729,0.0563465616479855,0.133898818539836
"L0116",823,-0.025786160852684,0.293046139064039,0.301336573511543,440,385,327,651,298,572,186,442,0.133292941532869,0.11663132384126,0.0990608906392002,0.197212965767949,0.0902756740381702,0.173280823992729,0.0563465616479855,0.133898818539836
"L0117",3807,0.0115021432453731,0.241786154279933,0.154189650643551,1255,1444,968,1891,1421,1704,796,1334,0.116063997040599,0.133542957551096,0.0895218718209563,0.174882086377509,0.131415888282623,0.157588088412097,0.0736150929436789,0.123370017571442
"L0118",1758,-0.00545921301772794,0.194910050785066,0.361774744027304,977,1344,1027,1092,731,1063,598,1292,0.120260955194485,0.165435745937962,0.126415558838011,0.134416543574594,0.0899803052683407,0.130846873461349,0.0736090595765633,0.159034958148695
"L0119",1260,-0.00702828182130591,0.221090807793009,0.288095238095238,702,1026,506,1030,897,1120,570,954,0.103159441587068,0.150771491550331,0.0743570903747245,0.151359294636297,0.131814842027921,0.164584864070536,0.0837619397501837,0.140191036002939
"L0120",6735,0.00197606951928823,0.135918183087135,0.190497401633259,2297,2712,1600,2914,2144,2996,1691,2965,0.118898493710855,0.140379936849733,0.0828200217402557,0.150835964594441,0.110978829131943,0.155080490708629,0.0875304104767328,0.153475852787411
"L0121",2058,0.0287811326687559,0.224487544509085,0.243440233236152,623,1216,579,1095,1047,1153,708,1246,0.0812573366375375,0.158601799921743,0.0755184557193165,0.142819877396635,0.136559280031303,0.150384765879744,0.0923438111386461,0.162514673275075
"L0122",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L0123",70,0.0455797041123128,0.137983070407899,0.1,0,18,1,9,13,16,1,22,0,0.225,0.0125,0.1125,0.1625,0.2,0.0125,0.275
"L0125",122,0.111742535929842,0.284325162161958,0.0573770491803279,4,24,14,3,36,24,9,46,0.025,0.15,0.0875,0.01875,0.225,0.15,0.05625,0.2875
"L0126",147,0.0230171223923016,0.188639125233929,0.210884353741497,24,51,27,52,28,43,12,42,0.0860215053763441,0.182795698924731,0.0967741935483871,0.186379928315412,0.100358422939068,0.154121863799283,0.043010752688172,0.150537634408602
"L0127",41,0.0326009409581863,0.181564172709555,0.170731707317073,3,11,6,6,9,4,7,22,0.0441176470588235,0.161764705882353,0.0882352941176471,0.0882352941176471,0.132352941176471,0.0588235294117647,0.102941176470588,0.323529411764706
"L0130",395,-0.0607391768387038,0.262419246292518,0.440506329113924,44,106,207,65,79,84,50,97,0.0601092896174863,0.144808743169399,0.282786885245902,0.0887978142076503,0.10792349726776,0.114754098360656,0.0683060109289618,0.132513661202186
"L0132",45,0.0414302323732148,0.203098561327196,0.222222222222222,29,63,45,6,60,31,31,39,0.0953947368421053,0.207236842105263,0.148026315789474,0.0197368421052632,0.197368421052632,0.101973684210526,0.101973684210526,0.128289473684211
"L0133",63,0.0377190295127435,0.168583202325536,0.222222222222222,11,62,10,24,44,32,19,53,0.0431372549019608,0.243137254901961,0.0392156862745098,0.0941176470588235,0.172549019607843,0.125490196078431,0.0745098039215686,0.207843137254902
"L0134",33,0.00165984438296713,0.166211303835271,0.393939393939394,11,41,7,29,35,34,14,31,0.0544554455445545,0.202970297029703,0.0346534653465347,0.143564356435644,0.173267326732673,0.168316831683168,0.0693069306930693,0.153465346534653
"L0137",585,-0.031146877092353,0.32022525722025,0.307692307692308,87,144,81,299,137,181,69,154,0.0755208333333333,0.125,0.0703125,0.259548611111111,0.118923611111111,0.157118055555556,0.0598958333333333,0.133680555555556
"L0140",165,0.00217878878864245,0.17613720266307,0.224242424242424,21,38,19,21,33,40,17,62,0.0836653386454183,0.151394422310757,0.0756972111553785,0.0836653386454183,0.131474103585657,0.159362549800797,0.0677290836653386,0.247011952191235
"L0145",28,-0.0902453832103323,0.183242399899719,0.607142857142857,25,15,19,32,11,30,14,13,0.157232704402516,0.0943396226415094,0.119496855345912,0.20125786163522,0.0691823899371069,0.188679245283019,0.0880503144654088,0.0817610062893082
"L0147",47,-0.0593830799037966,0.229194018030645,0.297872340425532,3,5,17,6,5,18,3,7,0.046875,0.078125,0.265625,0.09375,0.078125,0.28125,0.046875,0.109375
"L0148",82,-0.109940239834335,0.376783689712444,0.304878048780488,15,19,4,30,8,27,2,16,0.12396694214876,0.15702479338843,0.0330578512396694,0.247933884297521,0.0661157024793388,0.223140495867769,0.0165289256198347,0.132231404958678
"L0149",510,0.0265580569199601,0.269122301897868,0.23921568627451,95,212,102,163,200,208,109,259,0.0704747774480712,0.15727002967359,0.0756676557863502,0.120919881305638,0.148367952522255,0.154302670623145,0.0808605341246291,0.19213649851632
"L0150",360,0.00764168092654194,0.251871471590521,0.155555555555556,126,193,66,151,109,153,75,229,0.114337568058076,0.17513611615245,0.0598911070780399,0.137023593466425,0.0989110707803993,0.138838475499093,0.0680580762250454,0.207803992740472
"L0155",579,-0.0138516561615379,0.227136047562546,0.347150259067358,122,354,272,456,340,279,208,308,0.0521590423257802,0.151346729371526,0.116289012398461,0.194955109020949,0.145361265498076,0.119281744335186,0.0889268918341171,0.131680205215904
"L0156",80,0.0227661868364725,0.086569337174635,0.175,20,55,15,29,29,37,15,40,0.0833333333333333,0.229166666666667,0.0625,0.120833333333333,0.120833333333333,0.154166666666667,0.0625,0.166666666666667
"L0158",44,-0.0113136954271284,0.410896952241499,0.227272727272727,16,27,23,35,19,30,8,37,0.0820512820512821,0.138461538461538,0.117948717948718,0.179487179487179,0.0974358974358974,0.153846153846154,0.041025641025641,0.18974358974359
"L0159",83,0.066534572526565,0.135849237243403,0.108433734939759,32,72,25,30,38,35,21,92,0.0927536231884058,0.208695652173913,0.072463768115942,0.0869565217391304,0.110144927536232,0.101449275362319,0.0608695652173913,0.266666666666667
"L0160",160,-0.0412018216497472,0.456808261114696,0.325,19,55,83,63,51,13,25,56,0.0520547945205479,0.150684931506849,0.227397260273973,0.172602739726027,0.13972602739726,0.0356164383561644,0.0684931506849315,0.153424657534247
"L0161",86,0.0575427231015153,0.183367774674951,0.151162790697674,40,54,18,33,50,42,47,46,0.121212121212121,0.163636363636364,0.0545454545454545,0.1,0.151515151515152,0.127272727272727,0.142424242424242,0.139393939393939
"L0162",55,0.0117707756820108,0.188054200978915,0.345454545454545,12,34,21,18,31,52,20,28,0.0555555555555556,0.157407407407407,0.0972222222222222,0.0833333333333333,0.143518518518519,0.240740740740741,0.0925925925925926,0.12962962962963
"L0167",336,0.0289919614771066,0.213879094784623,0.116071428571429,32,76,43,66,41,55,57,80,0.0711111111111111,0.168888888888889,0.0955555555555556,0.146666666666667,0.0911111111111111,0.122222222222222,0.126666666666667,0.177777777777778
"L0168",162,0.000357064670902601,0.188813997463852,0.234567901234568,63,78,72,108,55,62,42,46,0.119771863117871,0.14828897338403,0.136882129277567,0.20532319391635,0.104562737642586,0.11787072243346,0.0798479087452472,0.0874524714828897
"L0170",32,-0.021106589149467,0.178627985887525,0.34375,14,25,25,21,26,33,13,25,0.0769230769230769,0.137362637362637,0.137362637362637,0.115384615384615,0.142857142857143,0.181318681318681,0.0714285714285714,0.137362637362637
"L0173",70,0.0248184274527707,0.226552945688879,0.1,6,25,7,13,29,14,10,32,0.0441176470588235,0.183823529411765,0.0514705882352941,0.0955882352941176,0.213235294117647,0.102941176470588,0.0735294117647059,0.235294117647059
"L0174",32,0.116191303121389,0.21705314507002,0.0625,2,34,6,5,42,9,19,23,0.0142857142857143,0.242857142857143,0.0428571428571429,0.0357142857142857,0.3,0.0642857142857143,0.135714285714286,0.164285714285714
"L0178",3028,0.0458241454178396,0.306396208478037,0.16776750330251,579,1056,578,881,768,852,422,1314,0.0897674418604651,0.163720930232558,0.0896124031007752,0.136589147286822,0.11906976744186,0.132093023255814,0.0654263565891473,0.203720930232558
"L0181",360,0.00764168092654194,0.251871471590521,0.155555555555556,126,193,66,151,109,153,75,229,0.114337568058076,0.17513611615245,0.0598911070780399,0.137023593466425,0.0989110707803993,0.138838475499093,0.0680580762250454,0.207803992740472
"L0183",300,-0.0566775927401719,0.281491012573751,0.493333333333333,407,377,289,490,382,573,208,415,0.129576567971983,0.12002546959567,0.0920089143584846,0.156001273479784,0.121617319325056,0.182425978987584,0.0662209487424387,0.132123527539
"L0184",4143,-0.000490990107152796,0.270490540596789,0.195993241612358,622,1016,449,854,644,1022,495,1315,0.0969300296088515,0.158329437431822,0.0699703911485118,0.13308399563659,0.100358422939068,0.159264453794608,0.0771388499298738,0.204924419510675
"L0185",329,0.0542304772536733,0.276173824021041,0.185410334346505,93,132,59,137,78,102,60,157,0.113691931540342,0.161369193154034,0.0721271393643032,0.167481662591687,0.0953545232273839,0.124694376528117,0.0733496332518337,0.191931540342298
"L0186",2521,-0.0110694447387729,0.224296801750684,0.134470448234827,257,316,213,345,200,395,181,294,0.11676510676965,0.143571104043617,0.0967741935483871,0.156746933212176,0.0908677873693776,0.179463880054521,0.0822353475692867,0.133575647432985
"L0187",969,0.0119168334031107,0.235166049140027,0.280701754385965,330,452,280,480,303,568,196,610,0.102516309412861,0.140416278347313,0.0869835352593973,0.149114631873253,0.0941286113699907,0.176452314383349,0.0608884746815781,0.189499844672258
"L0188",613,0.0300587775629212,0.18285242679693,0.177814029363785,125,253,141,182,185,261,125,207,0.0845165652467884,0.1710615280595,0.0953346855983773,0.123056118999324,0.125084516565247,0.176470588235294,0.0845165652467884,0.139959432048682
"L0189",18,-0.0246768313211718,0.0678121477071063,0.277777777777778,12,16,15,29,11,25,5,18,0.0916030534351145,0.122137404580153,0.114503816793893,0.221374045801527,0.083969465648855,0.190839694656489,0.0381679389312977,0.137404580152672
"L0191",424,0.0427711820409666,0.157663926897565,0.188679245283019,127,277,91,133,184,164,121,271,0.0928362573099415,0.202485380116959,0.0665204678362573,0.0972222222222222,0.134502923976608,0.119883040935673,0.0884502923976608,0.198099415204678
"L0192",3168,0.018755085454244,0.169659844254107,0.237058080808081,845,2037,714,1512,1238,1925,855,2142,0.0749911253106141,0.180777422790202,0.0633652822151225,0.134185303514377,0.109868654597089,0.170837770678026,0.0758785942492013,0.190095846645367
"L0193",3444,-0.00382102192209327,0.272181308085662,0.270325203252033,761,943,557,1029,528,1200,587,1011,0.115024183796856,0.142533252720677,0.0841898428053204,0.155532043530834,0.0798065296251512,0.181378476420798,0.0887243047158404,0.152811366384522
