"id_libro","titulo","titulo_norm","nivel","etapa","n_palabras","n_oraciones","long_oracion_media","letras_por_palabra","silabas_por_palabra","ari","rix","flesch_kincaid","fernandez_huerta","szigriszt_pazos","perfil_mu","tokens","tipos","ttr","mtld","hdd","yule_k","entropia_shannon","hapax_ratio","maas","mattr_50","mattr_100","zipf_pendiente","inflesz","prop_ADJ","prop_ADP","prop_ADV","prop_AUX","prop_CCONJ","prop_DET","prop_NOUN","prop_NUM","prop_PRON","prop_PROPN","prop_SCONJ","prop_VERB","n_palabras_anot","razon_sust_verbo","nominalizaciones_x1000","dist_dependencia_media","profundidad_arbol_media","subordinadas_por_oracion","n_oraciones_af","polaridad_media","polaridad_sd","prop_oraciones_negativas","n_anger","n_anticipation","n_disgust","n_fear","n_joy","n_sadness","n_surprise","n_trust","prop_ira","prop_anticipacion","prop_asco","prop_miedo","prop_alegria","prop_tristeza","prop_sorpresa","prop_confianza","titulo_duplicado","contenido_duplicado"
"L0209","La perla","la perla",10,"Media",23676,1560,15.1769230769231,4.36767190403784,1.91789153573239,6.73019620647978,3.19615384615385,12.9601201216422,76.2860463175952,72.1734342469492,64.8615255141318,23676,4704,0.198682209832742,79.3712455862585,0.824449364341469,131.66876844839,9.0667429961848,0.616071428571429,0.0366792091150108,0.793057095695566,0.698563006319693,-0.991993267403515,"bastante facil",0.0568234746157429,0.149129864080959,0.0448829233179489,0.030528856332303,0.0504721175424482,0.175001058559512,0.211119109116315,0.00262522759029513,0.0695685311428209,0.0320108396494051,0.0260405640005081,0.151797434051742,23676,1.3907949790795,9.67224193275891,2.46697409466974,4.85192307692308,0.956410256410256,1560,-0.027354081646733,0.182842461801359,0.374358974358974,825,941,615,1158,612,1036,545,948,0.123502994011976,0.140868263473054,0.0920658682634731,0.173353293413174,0.0916167664670659,0.155089820359281,0.0815868263473054,0.141916167664671,FALSE,FALSE
"L0210","Laberinto de la soledad","laberinto de la soledad",10,"Media",64274,3344,19.2206937799043,4.8056757009055,2.05496779413137,10.8150794412171,5.6866028708134,16.1546905449129,63.9368246966151,59.589812645711,49.1766564302488,64274,8989,0.139854373463609,66.5100191569618,0.815291451433069,147.246062367013,9.33963887150989,0.543108243408611,0.0369561975739108,0.769864071623166,0.680356680950519,-0.943567295629826,"normal",0.085821999968843,0.150986898474864,0.0434640370145347,0.0324032964122696,0.0547584552351576,0.186443582433675,0.228785966880092,0.00197847050209531,0.0561916779610849,0.0298795781340063,0.0299730491813494,0.0993129878020283,64274,2.3036862745098,37.4490462706538,2.65338913507303,5.38684603886398,0.992526158445441,3345,0.00577997697402236,0.171157181182423,0.327952167414051,2396,2696,1439,3151,2125,2992,1772,3397,0.119991987179487,0.135016025641026,0.0720653044871795,0.157802483974359,0.106420272435897,0.149839743589744,0.0887419871794872,0.170122195512821,FALSE,FALSE
"L0211","Los actuales dilemas del Desarrollo Humano en Chile","los actuales dilemas del desarrollo humano en chile",10,"Media",114175,7895,14.461684610513,5.15812568425662,2.15534924458069,10.0956142781052,4.94388853704876,15.4831780841522,62.7681270224355,58.0950574521102,45.5656281791736,114175,9985,0.0874534705495949,60.2116163103942,0.824140541588973,142.699258956819,9.31616535056001,0.461592388582874,0.0413707311588092,0.7578532499168,0.660100809986357,-1.0146369054872,"normal",0.0843129808074474,0.174252126372316,0.0331387286810751,0.0232907322846468,0.0421476581199601,0.160809390484097,0.237394122998384,0.00393036627480768,0.038226124128916,0.0795523798588601,0.0276715450313988,0.0952738449580908,114175,2.49170297580421,53.3041383840596,2.64618667970366,4.3075454749607,0.661688749157871,8906,0.0418499685686002,0.184839963668998,0.124298225915113,2387,4084,1323,4058,2124,2892,1385,6309,0.0971826398501751,0.166273104796026,0.0538636918817686,0.165214559074994,0.0864750427489618,0.117742854816383,0.0563879162934614,0.25686019053823,FALSE,FALSE
"L0212","Mapurbe","mapurbe",10,"Media",2275,52,43.75,4.72,1.98945054945055,22.6762,11.25,24.9480164835165,42.847967032967,39.1422307692308,62.1029643784152,2275,1024,0.45010989010989,65.6253705303454,0.8613391106038,105.479048424103,8.62031511526617,0.755859375,0.0307632862856958,0.781105121293794,0.703658088235304,-0.908732217920962,"muy dificil",0.0752930568079351,0.156447249774572,0.0347159603246168,0.0189359783588819,0.036068530207394,0.16726780883679,0.248872858431019,0.0036068530207394,0.0432822362488729,0.0951307484220018,0.0139765554553652,0.106402164111812,2275,2.33898305084746,10.1098901098901,2.98200629779577,9.28846153846154,3.09615384615385,52,-0.0424689035982791,0.112964232567876,0.538461538461538,85,86,75,107,53,129,45,64,0.131987577639752,0.133540372670807,0.116459627329193,0.166149068322981,0.0822981366459627,0.200310559006211,0.0698757763975155,0.0993788819875776,FALSE,FALSE
"L0213","Matar a un ruiseñor","matar a un ruisenor",10,"Media",111772,8715,12.8252438324727,4.41714382850803,1.90508356296747,5.78736934850922,2.78164084911073,11.8918311376805,79.4532375128296,75.3230501946539,67.7276950677542,111772,12248,0.109580216870057,89.2675823374296,0.855071292864828,102.568396142561,9.6243754000686,0.539190071848465,0.0376787419648708,0.807717121810299,0.716508108495371,-1.06188760676584,"bastante facil",0.0431103405528257,0.137011651200604,0.060061624700186,0.0375407612357279,0.0349536018110116,0.136840970544112,0.176564647544444,0.00382683998239294,0.0952847222846055,0.0710929850250182,0.0426881305078199,0.161023724611252,111772,1.09651324965133,8.47260494578249,2.4297829398694,4.50017211703959,0.97934595524957,8715,0.00756528725288291,0.206002961021544,0.251635111876076,2475,3550,2004,3336,2016,3744,1707,4840,0.104553903345725,0.149966204798919,0.0846569787090233,0.140925988509632,0.085163906725245,0.158161541061169,0.0721105103075363,0.204460966542751,FALSE,FALSE
"L0214","Memorias de un emigrante","memorias de un emigrante",10,"Media",1702,129,13.1937984496124,4.54524089306698,1.9641598119859,6.57498383115168,3.36434108527132,12.7326671767824,75.5327368622414,71.2740452636661,56.4753300416951,1702,790,0.464159811985899,114.658992053534,0.852334066833851,104.404716370179,8.29592189430574,0.786075949367089,0.0319311507319439,0.830199637023587,0.741940112289465,-0.966754668688434,"bastante facil",0.0528189910979228,0.155489614243323,0.055786350148368,0.0249258160237389,0.0338278931750742,0.153709198813056,0.216023738872404,0.00949554896142433,0.0890207715133531,0.0166172106824926,0.0367952522255193,0.155489614243323,1702,1.38931297709924,11.1633372502938,2.39453621346887,4.67424242424242,1.12121212121212,132,-0.0122921844951534,0.2066071437678,0.310606060606061,51,47,50,76,45,69,40,57,0.117241379310345,0.108045977011494,0.114942528735632,0.174712643678161,0.103448275862069,0.158620689655172,0.0919540229885057,0.131034482758621,FALSE,FALSE
"L0215","Miltín 1934","miltin 1934",10,"Media",48128,3513,13.6999715343012,4.3257147606383,1.84102809175532,5.79410228975696,2.96754910333049,11.4771203810902,82.4043435296937,78.4389783493424,54.5391536151899,48128,12522,0.260181183510638,110.147952674815,0.879064813289683,83.1511010946651,10.2920853784748,0.750838524197413,0.0266694702110451,0.825300443020779,0.745878115305338,-1.03742493151564,"bastante facil",0.0661028801188759,0.14706525064464,0.0583890564223592,0.0254140990341331,0.0520956251912067,0.123027839692321,0.200406450767012,0.0296534242384511,0.0702110921725449,0.0578208994362134,0.0396180236877759,0.130195358594467,48128,1.5392749244713,7.18916223404255,2.66991552956465,4.71202443765621,0.870313801721744,3601,0.00706332610746644,0.15279260084101,0.189669536239933,656,1139,619,1042,874,1150,571,1276,0.0895318684318275,0.155452436194896,0.0844820526818616,0.14221373003958,0.119284836904599,0.15695373276921,0.0779309403575816,0.174150402620445,FALSE,FALSE
"L0216","Moradas","moradas",10,"Media",79867,3899,20.4839702487817,4.18425632614221,1.77148258980555,8.51983242052069,3.59451141318287,13.3022429567304,79.6573949579095,75.9876644063324,70.5928352580292,79867,7870,0.0985388207895627,82.4072096823926,0.841374925713367,114.817077564263,9.07369505822319,0.56569250317662,0.0418750892273662,0.79760404921183,0.702301298766466,-1.12111743683664,"bastante facil",0.0448702554444683,0.130932669337816,0.0757991329297117,0.0425572253750774,0.0517082295840338,0.1136291820974,0.160458561371134,0.00831679664294652,0.099156944777987,0.0383735480364523,0.0774928270788832,0.15670462732409,79867,1.02395547668979,15.4757283984624,2.98308270676692,5.56279415407481,2.18900173396086,4037,0.0247386011216135,0.180524299698896,0.185038394847659,2044,2956,2317,3359,2484,3232,1574,4446,0.0912011422452258,0.13189362841335,0.103382116723184,0.149875066928431,0.11083348206318,0.144208459753703,0.0702302338033196,0.198375870069606,FALSE,FALSE
"L0217","Muda, triste y pensativa","muda triste y pensativa",10,"Media",3352,188,17.8297872340426,4.40334128878282,1.868138424821,8.22463108718834,3.93617021276596,13.4076504341644,76.5653115320165,72.620188899609,63.0481403141336,3352,1361,0.406026252983294,74.8010663577777,0.863314108176305,93.3507441857816,8.74068591908459,0.765613519470977,0.0314976811067743,0.789663941871038,0.711660006148169,-1.01961147894425,"bastante facil",0.0632149307645996,0.126429861529199,0.0608067429259482,0.0258880192655027,0.0415412402167369,0.157435279951836,0.247140276941601,0.00391330523780855,0.067730282962071,0.0322095123419627,0.0340156532209512,0.139674894641782,3352,1.76939655172414,8.94988066825776,2.64380530973451,5.35106382978723,1.23404255319149,188,-0.00981534337998871,0.19495029251235,0.340425531914894,116,145,100,151,134,218,85,177,0.103019538188277,0.128774422735346,0.088809946714032,0.134103019538188,0.119005328596803,0.19360568383659,0.0754884547069272,0.157193605683837,FALSE,FALSE
"L0218","No pasó nada","no paso nada",10,"Media",21046,1448,14.5345303867403,4.19590420982609,1.84053977002756,5.59997402165107,2.70441988950276,11.7968361371539,81.5823928038713,77.6348419405428,68.5553277944921,21046,4192,0.199182742563908,80.5816735998642,0.835656487327778,116.205905439896,9.06225418652589,0.621660305343511,0.0374936316023008,0.794221079201771,0.698825607485496,-0.977725783117025,"bastante facil",0.0422568798588258,0.133972432870702,0.0608575380359613,0.0325749988076501,0.049410979157724,0.146086707683503,0.179520198407021,0.00438784756999094,0.105403729670434,0.0381075022654648,0.049744837125006,0.157676348547718,21046,1.13853599516031,6.4145205739808,2.53061224489796,4.67425810904072,1.18909592822636,1449,0.00352468611925397,0.229528097864822,0.253968253968254,407,653,325,601,505,744,373,866,0.0909700491729996,0.145954403218596,0.0726419311578006,0.134331694233348,0.112874385337506,0.16629414394278,0.083370585605722,0.193562807331247,FALSE,FALSE
"L0219","Panteísmo","panteismo",10,"Media",9018,726,12.4214876033058,4.15956974939011,1.79707252162342,4.3723173212803,2.10743801652893,10.4598359204456,86.3457313472229,82.4558942995552,76.7765292929624,9018,2410,0.267243291195387,68.5789382373352,0.842512429036919,119.669731284824,8.92735449197683,0.647717842323651,0.0366360010313814,0.773368268480335,0.688757708263233,-0.949103703219936,"muy facil",0.0836112964198354,0.149655325772737,0.0466977985323549,0.0231265287969758,0.0492550589281743,0.167556148543473,0.244385145652657,0.00411385368023127,0.055926173004225,0.0276851234156104,0.0355792750722704,0.112408272181454,9018,2.17408506429278,3.65934797072522,2.47636845912708,4.51101928374656,0.661157024793388,726,-0.00483758048562369,0.32602200254594,0.272727272727273,275,441,222,369,490,516,251,370,0.0937286980231766,0.150306748466258,0.0756646216768916,0.125766871165644,0.167007498295842,0.175869120654397,0.085548738922972,0.126107702794819,FALSE,FALSE
"L0221","Rebeldes","rebeldes",10,"Media",51345,4660,11.0182403433476,4.21262050832603,1.84216574155224,3.92056276588942,1.87145922746781,10.4446694842221,85.0714503566507,81.0498339579475,74.7439848475073,51345,6297,0.12264095822378,91.9007039807193,0.857867929825904,95.4582932476969,9.26088020830389,0.544068604097189,0.041073188120994,0.81102347161564,0.717212465363126,-1.02930619191613,"muy facil",0.0447980560073684,0.131533049834408,0.0757216484743969,0.046150228301554,0.0513041603793921,0.114327147308393,0.151070959650395,0.00482078817927061,0.11677673479786,0.0515197240784652,0.0422700817182387,0.169707421270258,51345,0.890184757505774,4.32369266725095,2.35655228548173,4.20728051391863,0.875802997858672,4670,-0.0129607666228015,0.237411703885615,0.28051391862955,1403,1501,886,1833,995,2133,974,1773,0.122021221081927,0.130544442511741,0.0770568794572969,0.159419029396417,0.0865367890067838,0.185510523569316,0.0847103844146808,0.154200730561837,FALSE,FALSE
"L0222","Rebelión en la granja","rebelion en la granja",10,"Media",29483,1752,16.828196347032,4.69867381202727,2.03296815113794,9.11485182816442,4.45776255707763,14.9620207587702,67.6971506577508,63.3528878370741,63.6306794114881,29483,4974,0.168707390699725,79.3418999969481,0.829956499157809,127.299655000707,9.07015189916425,0.580619219943707,0.0386876481551808,0.794812122035674,0.699601824121933,-1.00115092074922,"normal",0.0519701086956522,0.156759510869565,0.054585597826087,0.0373641304347826,0.0431725543478261,0.163654891304348,0.203770380434783,0.00832201086956522,0.0608695652173913,0.0440217391304348,0.0338994565217391,0.141610054347826,29483,1.43895418565603,14.0419902994946,2.57531282680033,5.11149032992036,1.19908987485779,1758,-0.00545921301772794,0.194910050785066,0.361774744027304,977,1344,1027,1092,731,1063,598,1292,0.120260955194485,0.165435745937962,0.126415558838011,0.134416543574594,0.0899803052683407,0.130846873461349,0.0736090595765633,0.159034958148695,FALSE,TRUE
"L0223","Si esto es un hombre","si esto es un hombre",10,"Media",70190,3303,21.2503784438389,4.60297763214133,1.9545804245619,10.8752138693051,5.26127762640024,15.7616966029276,67.8897885135701,63.8142611059545,56.0585671077917,70190,10749,0.153141473144323,78.2141365182016,0.837765665421612,121.986229102653,9.63296966542945,0.579123639408317,0.0346970052546432,0.786312142683913,0.700942203706612,-0.985701312565675,"normal",0.0679920647380365,0.155579659468794,0.0629825738221988,0.0443004552785191,0.053206216906675,0.153367491115646,0.196840167268472,0.00782108553241897,0.0748997388214138,0.0282729387586168,0.0313699744530235,0.123367633836185,70190,1.59555761221657,17.4526285795697,2.8121375186846,5.57177322074789,1.30850422195416,3316,-0.00948631282621593,0.181611255092482,0.369420989143546,2204,2432,1919,3142,1531,3166,1318,3085,0.117252753098899,0.129382348247061,0.102090759163696,0.167154333138267,0.081449167420333,0.168431132627547,0.0701175719529712,0.164121934351226,FALSE,FALSE
"L0224","Sonetos","sonetos",10,"Media",12135,596,20.3607382550336,4.29938195302843,1.82290894107952,9.00045812628068,3.8993288590604,13.8610134242014,76.6975105150945,72.9070347157122,74.6465914999531,12135,3509,0.289163576431809,99.5774819449742,0.852423192656464,114.065479194795,9.43306059188614,0.617269877457965,0.0323067393634984,0.805042197583965,0.732174310402126,-0.908024816317367,"bastante facil",0.0961761297798378,0.148568117861281,0.0528058268498593,0.016056944214534,0.0376593279258401,0.145505710975004,0.227031948352922,0.0215196159576229,0.0473431551067704,0.0712630359212051,0.0393146829995034,0.0967555040556199,12135,2.3464499572284,6.34528224145035,2.90129127307392,5.66275167785235,1.15604026845638,596,0.0110274816480584,0.22899624116371,0.300335570469799,427,483,350,525,544,596,262,668,0.110765239948119,0.125291828793774,0.0907911802853437,0.136186770428016,0.141115434500649,0.154604409857328,0.0679636835278859,0.173281452658885,FALSE,FALSE
"L0225","Yo tengo un sueño","yo tengo un sueno",10,"Media",1634,91,17.956043956044,4.69400244798042,1.96328029375765,9.65677350800974,5.04395604395604,14.5795646091974,70.7280175393762,66.5665937428545,56.9202174642086,1634,590,0.361077111383109,41.4376926563917,0.799071475447361,171.868000820987,7.65720996765499,0.722033898305085,0.0428475082371193,0.702889589905364,0.617622149837133,-0.933862150667167,"bastante facil",0.0619251992642551,0.172900061312078,0.0459840588595953,0.0478234212139792,0.0349478847332925,0.188841201716738,0.223789086450031,0.00367872470876763,0.0386266094420601,0.0374003678724709,0.0355610055180871,0.108522378908645,1634,2.06214689265537,27.5397796817625,2.63188593648736,5.31182795698925,1.02150537634409,93,0.0505240215505498,0.159244112833092,0.236559139784946,44,98,25,48,118,93,48,137,0.072013093289689,0.160392798690671,0.0409165302782324,0.0785597381342062,0.193126022913257,0.152209492635025,0.0785597381342062,0.224222585924714,FALSE,FALSE
"L0226","El coordinador","el coordinador",10,"Media",8808,1088,8.09558823529412,4.6019527702089,1.9522025431426,4.29299166533098,1.80147058823529,10.6032694208474,81.4503474114441,77.1171933269221,64.1681128825003,8808,2351,0.266916439600363,81.4545468403093,0.852612831835355,96.3036451875555,8.81626304937655,0.692896639727775,0.0368604663474807,0.800114168284062,0.705647031806166,-1.07284163316682,"bastante facil",0.0391573162354019,0.108770322876116,0.0678955804900389,0.0400732768490955,0.0291962445614839,0.110144263796657,0.13258529883215,0.00549576368216167,0.109342798259675,0.211243416533089,0.0204946187313946,0.125601099152736,8808,1.05560619872379,11.1262488646685,2.63678756476684,3.69209558823529,0.325367647058824,1088,0.0177929745465499,0.269657556960451,0.227941176470588,250,370,249,332,259,372,172,441,0.102249488752556,0.151329243353783,0.101840490797546,0.135787321063395,0.105930470347648,0.152147239263804,0.0703476482617587,0.180368098159509,TRUE,TRUE
"L0227","El coordinador","el coordinador",11,"Media",8808,1088,8.09558823529412,4.6019527702089,1.9522025431426,4.29299166533098,1.80147058823529,10.6032694208474,81.4503474114441,77.1171933269221,64.1681128825003,8808,2351,0.266916439600363,81.4545468403093,0.852612831835355,96.3036451875555,8.81626304937655,0.692896639727775,0.0368604663474807,0.800114168284062,0.705647031806166,-1.07284163316682,"bastante facil",0.0391573162354019,0.108770322876116,0.0678955804900389,0.0400732768490955,0.0291962445614839,0.110144263796657,0.13258529883215,0.00549576368216167,0.109342798259675,0.211243416533089,0.0204946187313946,0.125601099152736,8808,1.05560619872379,11.1262488646685,2.63678756476684,3.69209558823529,0.325367647058824,1088,0.0177929745465499,0.269657556960451,0.227941176470588,250,370,249,332,259,372,172,441,0.102249488752556,0.151329243353783,0.101840490797546,0.135787321063395,0.105930470347648,0.152147239263804,0.0703476482617587,0.180368098159509,TRUE,TRUE
"L0228","Hijo de ladrón","hijo de ladron",10,"Media",102285,6403,15.974543182883,4.37047465415261,1.91000635479298,7.14220721250032,3.44604091831954,13.1781468278816,75.9455846658805,71.8670609135143,63.3595377348552,102285,11962,0.116947744048492,76.4513555772425,0.850976233317197,104.209341071356,9.62799771949348,0.537702725296773,0.0371344385588624,0.789112054462228,0.701202219482164,-1.01511564808071,"bastante facil",0.0509566632996303,0.140277927605449,0.0667359687748237,0.0337259363139778,0.0644705743902559,0.138306740283812,0.196726456079789,0.00588414125861782,0.0970589100609009,0.0154654846080672,0.0367366552579706,0.153654542066707,102285,1.28031656880265,9.78638118981278,2.83038544969131,4.9416081186573,1.12334113973458,6405,-0.0100977945465831,0.239884716708133,0.307884465261514,2787,3759,2779,4564,2399,4489,2166,4549,0.101374945438673,0.136730685290266,0.101083951695039,0.166011930743489,0.0872617488723993,0.163283864396915,0.0787865560890441,0.165466317474174,TRUE,TRUE
"L0229","Hijo de ladrón","hijo de ladron",11,"Media",102285,6403,15.974543182883,4.37047465415261,1.91000635479298,7.14220721250032,3.44604091831954,13.1781468278816,75.9455846658805,71.8670609135143,63.3595377348552,102285,11962,0.116947744048492,76.4513555772425,0.850976233317197,104.209341071356,9.62799771949348,0.537702725296773,0.0371344385588624,0.789112054462228,0.701202219482164,-1.01511564808071,"bastante facil",0.0509566632996303,0.140277927605449,0.0667359687748237,0.0337259363139778,0.0644705743902559,0.138306740283812,0.196726456079789,0.00588414125861782,0.0970589100609009,0.0154654846080672,0.0367366552579706,0.153654542066707,102285,1.28031656880265,9.78638118981278,2.83038544969131,4.9416081186573,1.12334113973458,6405,-0.0100977945465831,0.239884716708133,0.307884465261514,2787,3759,2779,4564,2399,4489,2166,4549,0.101374945438673,0.136730685290266,0.101083951695039,0.166011930743489,0.0872617488723993,0.163283864396915,0.0787865560890441,0.165466317474174,TRUE,TRUE
"L0230","Hijo de ladrón","hijo de ladron",12,"Media",102285,6403,15.974543182883,4.37047465415261,1.91000635479298,7.14220721250032,3.44604091831954,13.1781468278816,75.9455846658805,71.8670609135143,63.3595377348552,102285,11962,0.116947744048492,76.4513555772425,0.850976233317197,104.209341071356,9.62799771949348,0.537702725296773,0.0371344385588624,0.789112054462228,0.701202219482164,-1.01511564808071,"bastante facil",0.0509566632996303,0.140277927605449,0.0667359687748237,0.0337259363139778,0.0644705743902559,0.138306740283812,0.196726456079789,0.00588414125861782,0.0970589100609009,0.0154654846080672,0.0367366552579706,0.153654542066707,102285,1.28031656880265,9.78638118981278,2.83038544969131,4.9416081186573,1.12334113973458,6405,-0.0100977945465831,0.239884716708133,0.307884465261514,2787,3759,2779,4564,2399,4489,2166,4549,0.101374945438673,0.136730685290266,0.101083951695039,0.166011930743489,0.0872617488723993,0.163283864396915,0.0787865560890441,0.165466317474174,TRUE,TRUE
"L0232","Abuelita Opalina","abuelita opalina",3,"Basica inicial",8259,687,12.0218340611354,4.29943092384066,1.89005932921661,4.83123668185719,2.37845705967977,11.4012153685988,81.1741695046452,77.0624697286697,70.0450638017132,8259,1919,0.232352585058724,71.2889188523019,0.849163460666458,104.354305717571,8.71638514383848,0.609171443460136,0.0413139902809901,0.785483556638254,0.692678921568607,-0.934941160033738,"bastante facil",0.0459239460575872,0.126959057222695,0.0681569675616572,0.0393633823350747,0.0504191471267161,0.138014822014336,0.181994897339327,0.00522415259385251,0.0963430931843032,0.0432511238002673,0.0402138257805856,0.164135584983599,8259,1.10880829015544,6.4172417968277,2.44519281563656,4.35703918722787,0.876632801161103,689,0.0142751094751584,0.234484008529434,0.238026124818578,150,273,178,216,227,297,135,366,0.0814332247557003,0.148208469055375,0.0966340933767644,0.117263843648208,0.123235613463626,0.161237785016287,0.0732899022801303,0.198697068403909,FALSE,FALSE
"L0237","Blancanieve y Rojaflor","blancanieve y rojaflor",3,"Basica inicial",2465,156,15.8012820512821,4.37119675456389,1.8868154158215,7.05897773963697,3.33333333333333,12.8369219066937,77.5137673584023,73.4851175430385,60.651757414664,2465,917,0.372008113590264,80.3329407537528,0.830822521727231,122.286452526034,8.20270817172094,0.707742639040349,0.0373289145970602,0.798675496688728,0.700900253592574,-1.00653187704916,"bastante facil",0.057747051647011,0.141927612850752,0.0500203334688898,0.024806832045547,0.0512403416022773,0.167547783651891,0.204554697031314,0.00650671004473363,0.076860512403416,0.0284668564457096,0.0325335502236682,0.157787718584791,2465,1.29639175257732,3.65111561866126,2.58207016024253,4.75796178343949,1.10191082802548,157,-0.0243831751697958,0.14564588314933,0.343949044585987,78,123,63,102,104,108,62,123,0.102228047182176,0.161205766710354,0.0825688073394495,0.133682830930537,0.136304062909568,0.141546526867628,0.0812581913499345,0.161205766710354,FALSE,FALSE
"L0238","Bolita","bolita",3,"Basica inicial",808,81,9.97530864197531,4.92326732673267,2.1299504950495,6.74624342989854,2.79012345679012,13.4337862119545,68.8681554822149,64.1637755164406,43.1208173441467,808,382,0.472772277227723,91.3955178679588,0.862216882152252,88.0428389373591,7.69978390119735,0.732984293193717,0.038488871018321,0.80835309617918,0.708589562764456,-0.617912501405196,"normal",0.0643939393939394,0.127525252525253,0.0606060606060606,0.029040404040404,0.0416666666666667,0.127525252525253,0.196969696969697,0.00252525252525253,0.0808080808080808,0.077020202020202,0.0340909090909091,0.157828282828283,808,1.248,17.3267326732673,2.41758241758242,3.91011235955056,0.651685393258427,89,0.0285927012759378,0.212510306859788,0.258426966292135,15,30,8,18,19,35,15,48,0.0797872340425532,0.159574468085106,0.0425531914893617,0.0957446808510638,0.101063829787234,0.186170212765957,0.0797872340425532,0.25531914893617,FALSE,FALSE
"L0239","Carlota y la Mona Lisa","carlota y la mona lisa",3,"Basica inicial",2522,215,11.7302325581395,3.69429024583664,1.7426645519429,1.83522333696033,2.22325581395349,9.54823241060067,90.3152896741235,86.5367658558176,46.116233605364,2522,752,0.29817605075337,50.6693235750721,0.814084055792106,130.059284796566,7.81574958650562,0.6875,0.0454142035475378,0.75478366356651,0.646099876186548,-0.977289172477624,"muy facil",0.0390153274500697,0.153738968880632,0.0250812819321876,0.0260102183000464,0.109614491407339,0.11611704598235,0.148629818857408,0.00557361820715281,0.0538783093358105,0.17045982350209,0.0171853228053878,0.134695773339526,2522,1.10344827586207,5.94766058683584,2.68487212830516,4.37614678899083,0.422018348623853,218,0.0602674018878478,0.1375570482071,0.0596330275229358,16,78,14,51,75,30,38,82,0.0416666666666667,0.203125,0.0364583333333333,0.1328125,0.1953125,0.078125,0.0989583333333333,0.213541666666667,FALSE,TRUE
"L0240","Carlota y Monna Lisa","carlota y monna lisa",3,"Basica inicial",2522,215,11.7302325581395,3.69429024583664,1.7426645519429,1.83522333696033,2.22325581395349,9.54823241060067,90.3152896741235,86.5367658558176,46.116233605364,2522,752,0.29817605075337,50.6693235750721,0.814084055792106,130.059284796566,7.81574958650562,0.6875,0.0454142035475378,0.75478366356651,0.646099876186548,-0.977289172477624,"muy facil",0.0390153274500697,0.153738968880632,0.0250812819321876,0.0260102183000464,0.109614491407339,0.11611704598235,0.148629818857408,0.00557361820715281,0.0538783093358105,0.17045982350209,0.0171853228053878,0.134695773339526,2522,1.10344827586207,5.94766058683584,2.68487212830516,4.37614678899083,0.422018348623853,218,0.0602674018878478,0.1375570482071,0.0596330275229358,16,78,14,51,75,30,38,82,0.0416666666666667,0.203125,0.0364583333333333,0.1328125,0.1953125,0.078125,0.0989583333333333,0.213541666666667,FALSE,TRUE
"L0241","Cenicienta","cenicienta",3,"Basica inicial",1589,83,19.144578313253,4.4040276903713,1.91567023285085,8.88525957827534,4.49397590361446,14.4812942898087,72.372316149431,68.3441661801391,60.7116700944922,1589,537,0.337948395217118,70.9279370959902,0.813006693201666,137.936988919653,7.65449014368985,0.655493482309125,0.0459784017038946,0.786597402597396,0.685107382550334,-0.875727765555324,"bastante facil",0.0441361916771753,0.128625472887768,0.0586380832282472,0.0258511979823455,0.0611601513240857,0.165195460277427,0.201134930643127,0.00756620428751576,0.0725094577553594,0.0302648171500631,0.0390920554854981,0.165825977301387,1589,1.21292775665399,1.88797986154814,2.55179282868526,5.54216867469879,1.51807228915663,83,0.0283663653687408,0.123568474436273,0.240963855421687,29,60,32,33,70,63,27,71,0.0753246753246753,0.155844155844156,0.0831168831168831,0.0857142857142857,0.181818181818182,0.163636363636364,0.0701298701298701,0.184415584415584,FALSE,TRUE
"L0245","Cuentos por teléfono","cuentos por telefono",3,"Basica inicial",7843,600,13.0716666666667,4.4213948744103,1.93051128394747,5.93060319180585,2.89,12.2879831505801,77.6762229631519,73.492480343406,63.3343373180442,7843,2201,0.280632411067194,77.6073076923077,0.846035054041239,110.48004126761,8.90909413812899,0.649250340754203,0.0363857370356959,0.787911213754176,0.692334710743784,-0.927894871563988,"bastante facil",0.044592516658124,0.133393131727319,0.0681701691440287,0.0349820604818042,0.0526652998462327,0.162480779087647,0.204126089185033,0.0129420809841107,0.0741927216811891,0.037288569964121,0.0265248590466427,0.148641722193747,7843,1.37327586206897,7.52263164605381,2.53969349716968,4.3936877076412,0.779069767441861,602,0.00457986103801992,0.256864472147846,0.23421926910299,180,275,170,248,186,266,132,301,0.102389078498294,0.156427758816837,0.0967007963594994,0.141069397042093,0.10580204778157,0.151308304891923,0.0750853242320819,0.171217292377702,FALSE,FALSE
