"id_libro","titulo","titulo_norm","nivel","etapa","n_palabras","n_oraciones","long_oracion_media","letras_por_palabra","silabas_por_palabra","ari","rix","flesch_kincaid","fernandez_huerta","szigriszt_pazos","perfil_mu","tokens","tipos","ttr","mtld","hdd","yule_k","entropia_shannon","hapax_ratio","maas","mattr_50","mattr_100","zipf_pendiente","inflesz","prop_ADJ","prop_ADP","prop_ADV","prop_AUX","prop_CCONJ","prop_DET","prop_NOUN","prop_NUM","prop_PRON","prop_PROPN","prop_SCONJ","prop_VERB","n_palabras_anot","razon_sust_verbo","nominalizaciones_x1000","dist_dependencia_media","profundidad_arbol_media","subordinadas_por_oracion","n_oraciones_af","polaridad_media","polaridad_sd","prop_oraciones_negativas","n_anger","n_anticipation","n_disgust","n_fear","n_joy","n_sadness","n_surprise","n_trust","prop_ira","prop_anticipacion","prop_asco","prop_miedo","prop_alegria","prop_tristeza","prop_sorpresa","prop_confianza","titulo_duplicado","contenido_duplicado"
"L0430","El llano en llamas","el llano en llamas",12,"Media",39724,3293,12.0631642878834,4.14270969690867,1.81293424629947,4.11374481638153,2.05435772851503,10.5072581786082,85.759517648391,81.8260321676599,74.0716639313849,39724,5853,0.147341657436311,81.2252546986162,0.846280313239716,107.337547819254,9.19856845150767,0.578677601230138,0.0393202739831201,0.796391682419601,0.700763154574084,-1.02592189385839,"muy facil",0.0345525370567107,0.140233722871452,0.0821065412050387,0.035867860575707,0.049628168159053,0.126397531238934,0.154575808165124,0.00361713967723984,0.127535791976527,0.0272170789700005,0.0484393180553448,0.169828502048869,39724,0.910187667560322,3.07119121941396,2.39430704619692,4.39035486806187,1.10403397027601,3297,-0.00766877411351267,0.202559623397512,0.287534121929026,824,1341,618,1234,765,1577,700,1269,0.0989433237271854,0.161023054755043,0.074207492795389,0.148174831892411,0.0918587896253602,0.189361191162344,0.0840537944284342,0.152377521613833,FALSE,FALSE
"L0431","El otro yo","el otro yo",12,"Media",334,20,16.7,4.51197604790419,2.0059880239521,8.17140718562874,3.75,14.5936586826347,69.4467185628743,65.1619461077844,59.296809193669,334,183,0.547904191616767,77.4710346388388,0.81940607913293,125.138943669547,6.84071277316793,0.792349726775956,0.0410242148735273,0.799368421052631,0.717106382978724,NA,"bastante facil",0.0510510510510511,0.12012012012012,0.0660660660660661,0.036036036036036,0.048048048048048,0.177177177177177,0.168168168168168,0.003003003003003,0.114114114114114,0.027027027027027,0.03003003003003,0.159159159159159,334,1.05660377358491,8.98203592814371,2.62738853503185,4.85,1.15,20,0.00531273542975015,0.176527710574711,0.4,8,17,8,8,13,22,6,14,0.0833333333333333,0.177083333333333,0.0833333333333333,0.0833333333333333,0.135416666666667,0.229166666666667,0.0625,0.145833333333333,FALSE,FALSE
"L0432","El padre mío","el padre mio",12,"Media",9420,450,20.9333333333333,4.57749469214437,1.9119957537155,10.5966666666667,5.09555555555556,15.1355498938429,70.7682547770701,66.7843312101911,48.7537774268084,9420,2022,0.214649681528662,62.0250464954104,0.827486223016269,123.652976681497,8.45559585334687,0.666666666666667,0.042314084844807,0.767979938106923,0.666969209312303,-1.0266066914616,"bastante facil",0.0493492407809111,0.144468546637744,0.0446854663774403,0.0385032537960954,0.0355748373101952,0.144034707158351,0.18177874186551,0.0323210412147505,0.0894793926247289,0.0748373101952278,0.0516268980477223,0.113340563991323,9420,1.60382775119617,10.828025477707,2.67212749359189,5.74008810572687,1.75330396475771,454,0.00435739703831492,0.105440481536262,0.246696035242291,222,178,165,221,121,292,98,432,0.128397917871602,0.10294968189705,0.0954308849045691,0.12781954887218,0.0699826489300173,0.168883747831116,0.0566801619433198,0.249855407750145,FALSE,FALSE
"L0433","El rastro","el rastro",12,"Media",44441,1097,40.5113947128532,4.61976553182872,1.96937512657231,20.5847930113399,10.4357338195077,23.448070431566,47.3558697985511,43.6315349016919,58.2525735212046,44441,7760,0.174613532548773,71.3304568936486,0.839481083419505,119.942735403581,9.52619336196294,0.580670103092784,0.0350859089140298,0.78010091908446,0.693183437824134,-0.927145433456373,"algo dificil",0.0762442162284167,0.146439453786254,0.0510326148290261,0.0266109919873603,0.0422525674303126,0.17162848436971,0.224827897528496,0.00498815032163413,0.0619794605574992,0.0406048978670579,0.0326825414738743,0.120708723620359,44441,1.86256544502618,15.4361963052137,3.63496677740864,7.55970829535096,2.81950774840474,1097,-0.0149729886908986,0.148715179424552,0.396536007292616,1221,1495,1348,1663,1333,2323,869,1700,0.102158634538153,0.125083668005355,0.112784471218206,0.139139892904953,0.111529451137885,0.19436077643909,0.0727074966532798,0.142235609103079,FALSE,FALSE
"L0434","El vestido blanco","el vestido blanco",12,"Media",8617,580,14.8568965517241,4.46094928629453,1.9223627712661,7.00951941430932,3.28275862068966,12.8880703561124,76.3441992412753,72.2149027983977,57.7844305934818,8617,1854,0.215156086805153,52.8887409100631,0.830980237441813,122.197325405953,8.51693128683734,0.581445523193096,0.0430842109477947,0.741865079365077,0.633074665414411,-0.970291760106812,"bastante facil",0.0592265706654279,0.134711415631169,0.075368714435025,0.0358843339914063,0.0497038671466729,0.150505167808617,0.175937754035536,0.00476135175937754,0.1096272209964,0.0212518871211241,0.0379746835443038,0.14504703286494,8617,1.21297037630104,21.3531391435534,2.43262411347518,4.80344827586207,1.06896551724138,580,0.0122301870273838,0.201033169260674,0.286206896551724,183,361,167,309,272,438,244,345,0.0789133247089263,0.155670547649849,0.0720137990513152,0.133247089262613,0.117291936179388,0.188874514877102,0.105217766278568,0.148771021992238,FALSE,FALSE
"L0435","Ensayo sobre la ceguera","ensayo sobre la ceguera",12,"Media",110532,2492,44.354735152488,4.4132830311584,1.89887996236384,21.533930653,9.23113964686998,24.1151302653636,47.6653724026319,44.1800431922448,65.5100934856737,110532,11174,0.101092896174863,83.6427011740131,0.83530695026595,121.150169893388,9.34182602014058,0.534007517451226,0.0391275819588789,0.798280097390591,0.708272165023174,-1.09093243524518,"algo dificil",0.0510380701229735,0.137944158986488,0.0756508894507427,0.0467516697024894,0.0350705488948699,0.15388449374258,0.195688225538972,0.00449483003923914,0.0885010285548578,0.00747627980316994,0.0458092053394231,0.157690599824194,110532,1.24096316303661,12.7745811167807,3.70409381623643,7.82872041716807,4.17408744484557,2493,-0.0150927324817882,0.148366866783106,0.436823104693141,3112,4505,2590,5276,2044,5112,2008,5938,0.10174922347556,0.147294425371914,0.0846820336766389,0.172502860879516,0.0668301454961582,0.167140755272192,0.0656530979238189,0.194147457904201,FALSE,FALSE
"L0436","Espantapájaros","espantapajaros",12,"Media",9302,589,15.7928692699491,4.75564394753816,2.01042786497527,8.86551762787928,4.45161290322581,14.2922678219884,70.1056014461355,65.7924747420914,51.9082146547482,9302,3040,0.326811438400344,61.8693589795262,0.823955958070713,138.39878612049,8.98100853315095,0.739802631578947,0.0308390568201041,0.76919269426133,0.686007823535783,-1.15310979319911,"bastante facil",0.0537194531165895,0.170093659166756,0.0375713209172139,0.0198083754979007,0.0340187318333513,0.179351921627732,0.234686187964259,0.00333728065453763,0.080094735708903,0.0133491226181505,0.0424157605770266,0.13155345031758,9302,1.78396072013093,22.1457751021286,2.95581315276024,4.91016949152542,1.15932203389831,590,-0.0083628694098002,0.219953558352835,0.330508474576271,218,293,252,330,261,395,185,322,0.0966312056737589,0.129875886524823,0.111702127659574,0.146276595744681,0.115691489361702,0.17508865248227,0.0820035460992908,0.142730496453901,FALSE,FALSE
"L0437","Fahrenheit 451","fahrenheit 451",12,"Media",51112,4551,11.2309382553285,4.54699483487244,1.96147675692597,5.60181479991343,2.56449132058888,11.9354916513045,77.695837564007,73.4040597881838,64.8405179365739,51112,7980,0.156127719517921,88.5373152292918,0.858619567938057,98.7307272945574,9.61165952222829,0.57781954887218,0.0363785817215245,0.804677751013365,0.718132632858262,-0.978248050596436,"bastante facil",0.0537653411880216,0.138831615120275,0.0586941580756014,0.0381148748159057,0.0416494845360825,0.148826705940108,0.194305351006382,0.00748159057437408,0.085360824742268,0.0418654884634266,0.0338144329896907,0.157290132547865,51112,1.23533083645443,10.917201439975,2.53533769998926,4.12697368421053,0.811184210526316,4560,0.003087465495211,0.269158395050472,0.260526315789474,1289,1783,1047,2000,1164,2043,1083,1866,0.105010183299389,0.145254582484725,0.0852953156822811,0.162932790224033,0.094826883910387,0.166435845213849,0.0882281059063137,0.152016293279022,FALSE,FALSE
"L0438","Flores oscuras","flores oscuras",12,"Media",48953,1903,25.724119810825,4.45931812146344,1.92388617653668,12.4354482575053,5.97950604308986,17.1442636093546,65.1682272007578,61.25277139094,59.7015322070808,48953,9004,0.183931526157743,76.2500570033041,0.820239364519157,148.40005949951,9.49814370863555,0.601288316303865,0.0334337920694707,0.783066006870513,0.696267040569813,-0.955430170183569,"normal",0.0518036955763828,0.176001312524353,0.0479276470950145,0.0300034863928139,0.0376120260043888,0.161604561022128,0.216176862656631,0.00736244129529747,0.0681692336088267,0.0392526814462378,0.0377965997415968,0.126289452636328,48953,1.71175706398181,11.4395440524585,2.92221702724529,6.06387434554974,2.0261780104712,1910,0.00239079020913983,0.150317333005513,0.317801047120419,1339,1665,934,1803,1180,1819,962,2124,0.113225097243362,0.140791476407915,0.0789785219008963,0.15246067985794,0.0997801454422459,0.153813630982581,0.0813461863690174,0.179604261796043,FALSE,FALSE
"L0439","Fuegos","fuegos",12,"Media",29452,1439,20.4669909659486,4.43426592421567,1.90971750645117,9.68888798603011,4.68380820013899,14.9267930528438,71.380618827662,67.3926083821432,62.7055791314298,29452,6410,0.217642265380959,76.0333613658752,0.817621580248026,152.556009341465,9.29622691484529,0.635101404056162,0.033157622419998,0.78115362377983,0.694695601812371,-0.981688136761237,"bastante facil",0.0565434701302234,0.186630852402162,0.0439291421576961,0.0239366223521812,0.0251606541770086,0.183536771956071,0.224677841623882,0.0026520689537928,0.0649756893679236,0.0271327054503417,0.0321648362857434,0.128659345142974,29452,1.74630021141649,12.3251392095613,2.59019026880377,5.69562195969423,1.51702571230021,1439,-0.0458240272371234,0.246651897091804,0.430854760250174,1217,1323,1082,1759,1085,1786,799,1360,0.116895591201614,0.127077129958698,0.103928537124196,0.168955912016137,0.104216693881472,0.17154932283162,0.0767457496878302,0.130631063298434,FALSE,FALSE
"L0440","Hans Pozo","hans pozo",12,"Media",9436,424,22.2547169811321,4.23113607460788,1.82481983891479,9.62600940196917,4.28066037735849,14.6222137218361,74.6509983443576,70.8940070544762,66.6384120675436,9436,2875,0.304684188215345,65.219281301991,0.856521821597563,98.9482075178247,9.14051871170876,0.714086956521739,0.0326699204119082,0.773761585170966,0.688819749384162,-1.0412505145066,"bastante facil",0.0601122382905245,0.13749190589251,0.0595726311245413,0.0359378372544787,0.0404705374487373,0.137276063026117,0.205374487373192,0.00410101446147205,0.0887114180876322,0.0616231383552774,0.0377725016188215,0.131556227066695,9436,1.5611156685808,3.70919881305638,3.62997891933873,5.67688679245283,1.70047169811321,424,-0.0419304693819427,0.182272174012754,0.349056603773585,344,295,360,371,211,464,154,287,0.138374899436846,0.118664521319389,0.144810941271118,0.14923572003218,0.084875301689461,0.186645213193886,0.0619469026548673,0.115446500402253,FALSE,FALSE
"L0441","Kaddish para el hijo no nacido","kaddish para el hijo no nacido",12,"Media",38095,878,43.3883826879271,4.55028218926368,1.97044231526447,21.6960204553955,10.2984054669704,24.5826885684123,44.3573107424462,40.6880610710964,53.4861620173972,38095,6310,0.165638535240845,71.4304077537146,0.842981056612882,113.605597159277,9.25070564572888,0.601584786053883,0.0372105195260009,0.779179940072498,0.689035424781508,-1.04616529525984,"algo dificil",0.0727272727272727,0.161627906976744,0.0767441860465116,0.0279598308668076,0.0584038054968288,0.143631078224101,0.19154334038055,0.00169133192389006,0.0814746300211417,0.0120507399577167,0.0456923890063425,0.126453488372093,38095,1.51473354231975,22.9426433915212,3.67135986242846,7.71444823663254,3.49374288964733,879,0.00423252866428219,0.178949984494349,0.312855517633675,978,1348,969,1476,916,1542,768,1701,0.100845535161889,0.138997731491029,0.0999175087646938,0.152196329140029,0.0944524644256548,0.159001856052794,0.0791915858939988,0.175396989069911,FALSE,FALSE
"L0442","La bandera de Chile","la bandera de chile",12,"Media",2315,86,26.9186046511628,4.32224622030238,1.84838012958963,12.3870820232056,6.3953488372093,16.7191413431112,68.480215480436,64.7623132754031,47.0038800503336,2315,966,0.417278617710583,52.8649251796014,0.7936734065296,188.038382415368,8.0257041829728,0.826086956521739,0.033530658020435,0.742771403353936,0.659002707581222,-1.10833885514639,"normal",0.0582919114324446,0.186172616357885,0.0384093990058744,0.0153637596023498,0.0424762765476728,0.15634884771803,0.2069588793493,0.0253050158156349,0.0411206507004067,0.106642566651604,0.0185268865793041,0.104383190239494,2315,1.98268398268398,8.207343412527,2.98654708520179,6.57954545454545,1.5,88,0.0040318134625387,0.115909396023029,0.227272727272727,45,63,28,57,41,69,25,58,0.116580310880829,0.163212435233161,0.0725388601036269,0.147668393782383,0.106217616580311,0.178756476683938,0.0647668393782383,0.150259067357513,FALSE,FALSE
"L0443","La casa de Asterión","la casa de asterion",12,"Media",953,74,12.8783783783784,4.29275970619098,1.86568730325289,5.22808740534869,2.54054054054054,11.4476777459516,81.7628158588809,77.7243026289669,47.5735288375371,953,423,0.44386149003148,72.4046587043936,0.831572984087194,118.122590725263,7.61066827599191,0.75886524822695,0.0397467888955457,0.78066371681416,0.69158079625293,-0.747848922624533,"bastante facil",0.0485232067510548,0.126582278481013,0.0559071729957806,0.0432489451476793,0.0485232067510548,0.172995780590717,0.209915611814346,0.0147679324894515,0.0727848101265823,0.0369198312236287,0.0443037974683544,0.125527426160338,953,1.67226890756303,8.39454354669465,2.38566552901024,4.52702702702703,0.675675675675676,74,0.00674325987981008,0.189659650398819,0.283783783783784,21,33,16,26,24,32,19,37,0.100961538461538,0.158653846153846,0.0769230769230769,0.125,0.115384615384615,0.153846153846154,0.0913461538461538,0.177884615384615,TRUE,TRUE
"L0444","La ciudad lucía","la ciudad lucia",12,"Media",7497,338,22.1804733727811,4.42056822729092,1.90249433106576,10.4811130369307,3.98816568047337,15.5098177219606,70.0662572958177,66.1291298018221,25.2189760664462,7497,1672,0.223022542350273,34.2447532885645,0.8552957568871,91.554829214599,8.49492800676537,0.628588516746411,0.0434007291442415,0.692545649838872,0.590435252771028,-1.03776461960094,"bastante facil",0.0522104692161649,0.108218063466233,0.0496338486574451,0.0295633306211012,0.0416327637645783,0.153919175481421,0.222674260916734,0.00135611608353675,0.0960130187144019,0.0501762950908598,0.0367507458638459,0.157851912123678,7497,1.4106529209622,9.60384153661465,2.91395446291381,5.88165680473373,2.23372781065089,338,-0.0116905350854966,0.11678008821062,0.254437869822485,165,278,142,324,211,257,208,317,0.0867507886435331,0.146161934805468,0.07465825446898,0.170347003154574,0.110935856992639,0.135120925341746,0.109358569926393,0.166666666666667,FALSE,FALSE
"L0445","La maravillosa vida breve de Óscar Wao","la maravillosa vida breve de oscar wao",12,"Media",99426,6417,15.4941561477326,4.36821354575262,1.91337275964034,6.89136387436113,3.27894654823126,13.0305194613717,76.2335951508926,72.1377209266745,65.4091583172829,99426,12691,0.127642668919598,84.3761453685328,0.845598887612207,110.467616595674,9.6053748676824,0.574974391300922,0.0357959524092116,0.799752256558358,0.71103909309657,-1.03605400842731,"bastante facil",0.0510945223443962,0.146292746898013,0.0582770099868859,0.0414707959245435,0.0433672954705942,0.147130031272067,0.177262180974478,0.00576011298295168,0.0871784525370725,0.0617774639362453,0.0411177242005447,0.139271663472208,99426,1.27277995074605,9.97726952708547,2.73931881222182,4.75552443199502,1.09632741985683,6426,0.0018350012450319,0.24346879837514,0.292094615624027,2895,3677,2191,4232,2694,4250,2256,4373,0.108965672990063,0.138399578440229,0.0824676302318579,0.159289370671484,0.101400180668473,0.159966877446552,0.0849141824751581,0.164596507076182,FALSE,FALSE
"L0447","La palabra del mudo","la palabra del mudo",12,"Media",121462,7637,15.9044127275108,4.57487938614546,1.99759595593684,8.06988827250052,3.92719654314521,14.1843532437839,70.7617416617288,66.4803592176243,59.5698715537278,121462,16690,0.13740923087056,92.7688425517183,0.846566629220132,110.803563149369,9.95714661770585,0.553205512282804,0.0333436335252564,0.80749886750199,0.71782067022077,-0.956905087780784,"bastante facil",0.0541308658294779,0.152379378717779,0.0512144745538665,0.0286351619299405,0.0437210839391937,0.164358889623265,0.211062458691342,0.00483311302048909,0.0738598810310641,0.0351949768671514,0.0336087243886319,0.147000991407799,121462,1.43578935536447,13.6421267556931,2.52958798207854,4.95969641455117,1.16016749542005,7642,0.00340388999413387,0.199598002596359,0.283433656110966,2888,4573,2354,3995,3244,4370,2440,5221,0.0992951693312704,0.157228812102458,0.0809351899604607,0.137356025442668,0.111535155578477,0.150249269382843,0.0838920405707409,0.179508337631081,FALSE,FALSE
"L0448","La señora Dalloway","la senora dalloway",12,"Media",70875,4701,15.0765794511806,4.61561904761905,2.00205996472663,7.84785543987601,3.68857689853223,13.9141735697347,71.3382910761979,67.0300847463503,62.414845064118,70875,9833,0.13873721340388,75.9268363336994,0.848586840119943,107.18738768667,9.55514397474356,0.567781958710465,0.0364600974647196,0.787928444356497,0.696840171809673,-1.01873717677292,"bastante facil",0.0562864256210038,0.147399988683302,0.0587619532620381,0.0416313019860805,0.0452950828948113,0.146720986816047,0.188988853052679,0.00386182312001358,0.0748882476093476,0.062425734170769,0.0324506309059017,0.141288971878006,70875,1.33760512615138,12.4867724867725,2.86256762065943,4.51880008218615,1.02321758783645,4867,0.0204590781005002,0.23432760535233,0.226628313129238,1668,2862,1430,2329,2464,2600,1459,3177,0.0927233309244538,0.159097226082606,0.0794930235143699,0.12946800822725,0.136972594363222,0.144532770026127,0.0811051197954305,0.176607927066541,FALSE,FALSE
"L0449","La señorita Cora","la senorita cora",12,"Media",9114,366,24.9016393442623,3.92506034671933,1.74402018872065,9.5078539051792,3.5,14.701077571166,76.7991165456135,73.2809028984413,81.1955813333108,9114,1700,0.186526223392583,79.6158538912243,0.82828580434634,119.088430462333,8.34861695918777,0.587058823529412,0.0465110246969352,0.796416988416993,0.695945646145292,-0.972882934911055,"bastante facil",0.0383471074380165,0.11228650137741,0.0841873278236915,0.0480440771349862,0.0556473829201102,0.108980716253444,0.144242424242424,0.00650137741046832,0.148099173553719,0.0179614325068871,0.0588429752066116,0.176859504132231,9114,0.815576323987539,3.62080315997367,2.89117512574303,6.03825136612022,2.5327868852459,366,0.0045068773458714,0.180374539605303,0.39344262295082,208,229,143,291,157,384,141,302,0.112129380053908,0.123450134770889,0.077088948787062,0.156873315363881,0.0846361185983827,0.207008086253369,0.076010781671159,0.162803234501348,FALSE,FALSE
"L0450","La última niebla","la ultima niebla",12,"Media",26988,1988,13.5754527162978,4.29413072476656,1.87394397510004,5.58308207179941,2.91800804828974,11.8169654655367,80.5563997233736,76.5128376349695,55.0647840730443,26988,7365,0.272899066251667,121.579105547788,0.871696486416655,88.7477582546939,9.91520730146409,0.728581126951799,0.0287237120531432,0.829067151713115,0.751819703224374,-1.00783457299711,"bastante facil",0.0738748500445029,0.148794551294455,0.0524360512364073,0.0231802174838435,0.0600595952169034,0.143570295267211,0.211833907356526,0.00909407530668318,0.0641616036531094,0.0456638674973879,0.0298363066444797,0.137494678998491,26988,1.54066985645933,10.8937305469097,2.58771543967689,4.58637469586375,0.851094890510949,2055,-0.0163144882062617,0.183861782444178,0.284184914841849,606,855,492,833,602,1005,490,776,0.107086057607351,0.151086764446015,0.0869411556812158,0.147199151793603,0.106379218943276,0.177593214348825,0.0865877363491783,0.137126700830535,FALSE,FALSE
"L0451","Las flores del mal","las flores del mal",12,"Media",68956,3881,17.7675856737954,4.53294854689947,1.78651603921341,8.80398049279422,4.13527441381087,12.4202476754985,81.526100259924,77.7674650832091,68.1437250619159,68956,14410,0.208973838389698,109.117067109184,0.905431915544989,62.2747136099967,10.712273905276,0.587439278278973,0.0290412814446886,0.82249060327665,0.744364552623523,-0.934854508379686,"bastante facil",0.0858549628277031,0.113717881831225,0.0257760532150776,0.0144450241293857,0.0333898526151037,0.149683709403939,0.208980044345898,0.0102386852745533,0.0626222772922916,0.180122603365071,0.020656710577801,0.0945121951219512,68956,2.21114369501466,4.66964441092871,3.12148528079362,5.25384234010907,0.667823500247893,4034,-0.0208858141032106,0.214768663987103,0.233763014377789,1692,1795,1685,2493,1900,2817,1187,1655,0.111140304781923,0.117905937992643,0.110680504466632,0.163754598003153,0.124802942722018,0.185036784025223,0.0779689963215975,0.10870993168681,FALSE,FALSE
"L0452","Las genealogías","las genealogias",12,"Media",61499,3120,19.7112179487179,4.48051187824192,1.93964129498041,9.52881992087843,4.36730769230769,14.9851422807688,70.3560799934833,66.2841293740028,63.9668376723741,61499,10157,0.165157157026944,87.3669946355411,0.854669876471548,102.991433100213,9.73125932298956,0.588067342719307,0.0341034242725775,0.801536208299321,0.714378501628664,-0.996932701312899,"bastante facil",0.0568914573028389,0.150497086047309,0.0600910916303443,0.0270009958045611,0.0484026315359877,0.146089426514521,0.195798031245409,0.00777054050965604,0.0744078227794375,0.0698369165972868,0.0339716277323408,0.129242372300309,61499,1.51496779082986,8.61802630937088,2.87829944673781,5.34838296509766,1.26769132244637,3123,0.0307500565237543,0.171677615444127,0.217419148254883,1089,2290,963,1809,1790,2199,1055,3132,0.0760103301458784,0.159838067983528,0.0672157464926363,0.126265093878691,0.124938926502408,0.153486424233964,0.0736371885251623,0.218608222237733,FALSE,FALSE
"L0453","Leviatán","leviatan",12,"Media",95310,5686,16.7622230038692,4.53597733711048,1.96838736753751,8.31556475972495,3.86387618712628,14.1742379084516,71.6392904838029,67.442243998544,59.6804408903195,95310,10766,0.112957716923723,91.7802940102653,0.849981212965839,105.879750432742,9.46417279894846,0.542819988853799,0.0382014752417737,0.808487628725319,0.717584837886423,-1.06983290888095,"bastante facil",0.0532033602122239,0.143630124007832,0.0685622249826305,0.0493189043518538,0.044002779122892,0.132776806956229,0.168315893635387,0.00805314019832832,0.0993325894267006,0.0342547950396867,0.0457713118723288,0.152778070193907,95310,1.10170192241439,15.0666246983527,2.5876642938433,5.08301090397467,1.46763981709462,5686,0.0107215556462293,0.175737706582999,0.278051354203306,2365,3819,1715,3349,2377,3708,2136,4156,0.10010582010582,0.161650793650794,0.0725925925925926,0.141756613756614,0.100613756613757,0.156952380952381,0.0904126984126984,0.175915343915344,FALSE,FALSE
"L0454","Lo que queda del día","lo que queda del dia",12,"Media",75841,4103,18.4842797952718,4.62704869397819,1.96007436610804,9.60553924627316,4.47696807214234,14.7477466402309,70.3815726423403,66.2380871961973,58.1066422237844,75841,8403,0.110797589694229,95.8468156000631,0.850576391880481,107.604018973919,9.37766055671333,0.52862073069142,0.0401230877406661,0.816398300612025,0.722504686963661,-1.05601176594677,"bastante facil",0.0530531723334393,0.143787734350175,0.0687956784238958,0.0463933905306641,0.0335107509797691,0.14031882215867,0.183296260989302,0.00399851710623875,0.0842998623027222,0.0371385446456943,0.055687956784239,0.149719309395191,75841,1.22426600636717,18.8288656531428,2.706714618269,5.47574945162077,1.81598830124299,4103,0.0481272832702419,0.222125445630678,0.223251279551548,1325,2674,1526,2000,1615,2446,1258,4639,0.0757879082537322,0.15294857861923,0.0872847909397701,0.114396842647143,0.0923754504375679,0.139907338557456,0.0719556140250529,0.265343476520048,FALSE,FALSE
"L0455","Los detectives salvajes","los detectives salvajes",12,"Media",255447,14845,17.2076119905692,4.30805215954777,1.89931766667841,7.46473166675462,3.53432132030987,13.5329171431272,75.3291757689148,71.2998973753658,63.7293813397247,255447,20115,0.0787443187823697,72.6928390925816,0.847390016700039,107.028725814278,9.64531534418067,0.518369376087497,0.0377504178927349,0.785123062827222,0.689068761063677,-1.11032498500849,"bastante facil",0.0452470034902027,0.140310859673436,0.066003698280025,0.0332060004789704,0.055533090183854,0.131728651462627,0.16558243984406,0.00562201379591933,0.101792998394271,0.0600754574756687,0.0423692548083529,0.152528532112613,255447,1.08558338266711,8.76894228548388,2.88917239803021,4.92249680156218,1.30556864857585,14851,0.0109975813471511,0.206951375869549,0.237223082620699,5204,8733,4202,8115,5699,9322,4342,9698,0.094079363644581,0.157877610051523,0.0759649281388412,0.146705233661755,0.103028111723764,0.168525716351803,0.0784958871915394,0.175323149236193,FALSE,FALSE
"L0456","Los emigrados","los emigrados",12,"Media",67861,2363,28.7181548878544,4.5801417603631,1.96142114027203,14.5015451352374,7.04824375793483,18.7548498614731,59.8622135980669,55.9203080731983,57.1016363950585,67861,11417,0.168240963145253,86.9130056915071,0.824471373306212,145.641473285485,9.63369909719872,0.60077078041517,0.033158407929365,0.796539550521919,0.714618222602637,-0.975765878971478,"normal",0.0608623401287872,0.189159915724502,0.0598534081130004,0.0225971097065195,0.0397044422683166,0.157556604053533,0.211119024303392,0.00578652185524793,0.0555060981038013,0.0517967892222321,0.0344965725985934,0.111561173922075,67861,1.89240590504056,14.4265483856707,3.00421129726266,6.48606418918919,1.91216216216216,2368,0.0122139711971042,0.121127499217743,0.274915540540541,996,2264,886,1674,1416,2061,854,2477,0.0788723471650301,0.179284130503643,0.0701615457713019,0.132562559391828,0.112131770668356,0.163208742477035,0.0676274944567627,0.196151409566044,FALSE,FALSE
"L0457","Madame Bovary","madame bovary",12,"Media",117771,7755,15.1864603481625,4.50277232935103,1.951881193163,7.37128784532458,3.50483558994197,13.3649176151068,74.2369388550941,70.0463413177825,61.8320152910284,117771,15047,0.127764899678189,97.2471327009634,0.837999384002349,120.688199082257,9.75460623478077,0.549544759752775,0.0347491151841651,0.810553507415879,0.725923669182179,-0.98798222032601,"bastante facil",0.0534299105240733,0.165436727737537,0.0525777588410737,0.024005112910098,0.0348700468683426,0.163485300383468,0.211572219855134,0.0064081806561568,0.0785087345547507,0.0353642948444823,0.0297315722198551,0.144610140605028,117771,1.46305244549204,12.2101366210697,2.64680967096891,4.75060687364252,1.04752778842468,7827,0.0104997288457575,0.214822228192776,0.263063753673183,2470,4401,2456,3785,3293,4510,2140,5416,0.0867549436268484,0.154578342875206,0.086263215201433,0.132942292156932,0.115661550349478,0.158406799901654,0.0751642021706298,0.190228653717818,FALSE,FALSE
"L0458","Operación masacre","operacion masacre",12,"Media",60329,3820,15.7929319371728,4.67234663263107,2.00497273284822,8.47321860827874,4.2413612565445,14.2279217031063,70.4328454531909,66.1322668063834,54.8925914607672,60329,9394,0.155712841253792,78.8619769283741,0.833272378485606,129.543890346908,9.58830751663388,0.570896316797956,0.0353415469403613,0.790180159256723,0.702583098123843,-0.954863560002005,"bastante facil",0.0588000731054879,0.161662817551963,0.0510243075747254,0.034293119776696,0.0358050741854553,0.15260770598302,0.196603917789556,0.00815790785385548,0.0639340721418246,0.0700815790785386,0.0377324006845332,0.129297024274345,60329,1.52056026728347,19.7583251835767,2.62948742900617,4.84298155737705,1.06839139344262,3904,-0.00751494818627188,0.195824287421641,0.297643442622951,2158,2055,1398,3276,993,2484,1180,3564,0.126139817629179,0.120119242459668,0.0817161561842413,0.191489361702128,0.0580430208089783,0.145195230301613,0.0689735796118775,0.208323591302315,FALSE,FALSE
