"doc_id","n_palabras","n_oraciones","long_oracion_media","letras_por_palabra","silabas_por_palabra","ari","rix","flesch_kincaid","fernandez_huerta","szigriszt_pazos","perfil_mu","tokens","tipos","ttr","mtld","hdd","yule_k","entropia_shannon","hapax_ratio","maas","mattr_50","mattr_100","zipf_pendiente","inflesz"
"L0079",9721,618,15.7297734627832,4.30295237115523,1.84867811953503,6.70179239953272,3.29935275080906,12.3590134609988,79.8749438958595,75.9325796901846,71.0666820542636,9721,2778,0.28577306861434,81.4360654472624,0.846086226116553,113.17824710937,9.13145109197649,0.658387329013679,0.0342085413250973,0.788275434243185,0.70937850758676,-0.931025400081436,"bastante facil"
"L0080",37007,2577,14.360496701591,4.14978247358608,1.76588213040776,5.29572380138593,2.50950717889018,10.8480028524321,86.2393655399115,82.4600465740055,74.8685814067425,37007,6769,0.18291134109763,98.5090539735911,0.853392049379064,100.888119072902,9.44437433540686,0.6189983749446,0.0353515584450763,0.814805454840569,0.725603121274485,-0.997559952336495,"muy facil"
"L0081",67893,6750,10.0582222222222,4.08996509213026,1.80757957374103,2.86284669504465,1.60696296296296,9.66214563681087,88.1258389088713,84.1645703337114,75.1415615515537,67893,6751,0.0994358770418158,83.5547655813436,0.84520785452215,105.97048209329,9.10965568995252,0.507776625685084,0.0429381484137663,0.802158776015459,0.702692421158215,-1.05580233506483,"muy facil"
"L0082",203793,7300,27.9168493150685,4.22977236705873,1.79920801990255,12.4506525063809,5.41041095890411,16.5282258677268,70.4123325044772,66.8274910450028,67.5402689479158,203793,17740,0.0870491135613098,77.9438426284579,0.834962129609678,123.451092264813,9.49740109849634,0.552029312288613,0.0376136940008125,0.787272263232302,0.695889422368858,-1.10149455118776,"bastante facil"
"L0083",20420,834,24.484412470024,4.09906953966699,1.78932419196866,10.1188237668435,4.10071942446043,15.0729463285395,74.5064477624561,70.8756903703286,71.2762785420587,20420,3984,0.195102840352596,84.7677785541148,0.834090677567524,123.488235785047,9.00567536275047,0.629518072289157,0.0382059771135605,0.796523489273948,0.704525367846031,-1.00538258872961,"bastante facil"
"L0084",2308,167,13.8203592814371,4.41247833622184,1.89644714038128,6.26295260432342,2.93413173652695,12.1780163762596,78.9564051100572,74.865983872809,62.2519738693263,2308,835,0.361785095320624,81.5524734179534,0.837057845274172,119.48493522643,8.1889056087094,0.669461077844311,0.0390359356603571,0.789446657813183,0.707347215934825,-0.943451511987309,"bastante facil"
"L0085",79771,6795,11.7396615158205,4.53016760476865,1.94830201451655,5.77692017637057,2.73230316409124,11.9784317624653,77.9674243828699,73.7161229797983,62.117268478884,79771,10506,0.131701996966316,95.5872587008691,0.854844456106903,102.765748104995,9.62922421456695,0.562630877593756,0.0366407746877379,0.811742806251553,0.725142835626102,-1.01413131008395,"bastante facil"
"L0086",6840,312,21.9230769230769,4.7437134502924,2.04473684210526,11.8744288124157,5.69551282051282,17.0878947368421,61.7942510121458,57.5248178137652,54.1941917734945,6840,2177,0.31827485380117,106.526464257762,0.85185867315774,105.778701138812,8.95239498471232,0.716123105190629,0.0338053661460293,0.822865557355352,0.739114374721848,-0.978427546968585,"normal"
"L0087",11497,747,15.3908969210174,4.26998347394973,1.87092284943898,6.37707062281191,2.91700133868809,12.4893394225768,78.8859141742232,74.8856095589339,64.9056251387599,11497,2522,0.219361572584152,84.6519714689366,0.847894514437111,104.459332732132,8.81763865262457,0.629659000793021,0.0399578841747819,0.802716631726059,0.709044569222646,-0.9921839154085,"bastante facil"
"L0088",23779,2704,8.79400887573964,4.1814626350982,1.84557803103579,2.66169344918232,1.84060650887574,9.61748422776076,87.1354290845983,83.0614797907308,57.9691509837594,23779,5916,0.248790949997897,59.9464138153647,0.862580172799348,96.3624415661903,9.6363383212256,0.666159567275186,0.0315473449673211,0.764828487147042,0.680556165540511,-0.995923394032342,"muy facil"
"L0089",69377,4341,15.9818014282423,4.63744468627931,2.01027718119838,8.40326518649674,4.19258235429625,14.3641732951554,69.9219316712901,65.6129301830986,56.5076928353971,69377,9898,0.142669760871759,97.9802364627476,0.844845905932023,112.003587980211,9.62565371786301,0.55112143867448,0.0360820412277272,0.812920032310028,0.724231935102056,-0.967068693741216,"bastante facil"
"L0090",4425,258,17.1511627906977,4.56158192090396,1.94779661016949,8.63063224280647,4.08139534883721,14.0829534883721,72.4780173433189,68.336108395743,56.5477933390713,4425,1510,0.341242937853107,71.6830287449861,0.8223717504844,146.705225190718,8.55297771770612,0.708609271523179,0.0351273182656766,0.779291590493631,0.698747110494677,-0.985534700764292,"bastante facil"
"L0091",23403,969,24.1517027863777,4.50831090031193,1.93274366534205,11.879995733658,5.85758513931889,16.6355393377235,66.2406432373717,62.2733668628126,56.0696407721994,23403,5696,0.243387599880357,67.9505497603621,0.825490643748647,132.610015998728,9.36339789822618,0.663623595505618,0.0321469038429094,0.773225143444358,0.680582732578067,-0.944160311506758,"normal"
"L0093",7666,1041,7.3640730067243,4.43451604487347,1.90086094442995,3.13860707471618,1.66666666666667,9.7121476168959,85.2769888673442,81.0472901552898,61.849993935581,7666,2628,0.342812418471171,101.757697485303,0.850126948390663,111.418620165181,9.11355709505905,0.740867579908676,0.0308116175776579,0.809948798739678,0.726986916875885,-1.06725831363245,"muy facil"
"L0094",9790,801,12.2222222222222,4.18243105209397,1.83033707865169,4.38036136647373,2.29088639200999,10.7746441947566,84.5531086142322,80.5827777777778,69.5412298209672,9790,1984,0.202655771195097,61.462081158539,0.828073129237011,123.462164076871,8.49225359731183,0.601310483870968,0.0435279380792804,0.766861718509402,0.657494582602401,-0.992929459849105,"muy facil"
"L0095",147112,11168,13.1726361031519,4.44092935994344,1.93428816140084,6.07309533690955,2.98209169054441,12.3719283847591,77.3466214907349,73.156211441576,60.9110443287933,147112,15396,0.104654956767633,98.0343682347479,0.856495198048504,99.1683890655087,9.8000323245034,0.5235126006755,0.0367068100193383,0.813682435419132,0.725874718562344,-1.02059160586466,"bastante facil"
"L0096",26175,1496,17.4966577540107,4.35377268385864,1.90800382043935,7.82459821797956,3.4879679144385,13.7481416052485,74.5131798645481,70.4697042326178,68.2787444606981,26175,4526,0.172913085004776,80.4474344088497,0.825647444519389,129.480243274777,8.95596154920941,0.602297834732656,0.0390502595102606,0.794619918854722,0.698030372756519,-1.00288970341849,"bastante facil"
"L0097",953,74,12.8783783783784,4.29275970619098,1.86568730325289,5.22808740534869,2.54054054054054,11.4476777459516,81.7628158588809,77.7243026289669,47.5735288375371,953,423,0.44386149003148,72.4046587043936,0.831572984087194,118.122590725263,7.61066827599191,0.75886524822695,0.0397467888955457,0.78066371681416,0.69158079625293,-0.747848922624533,"bastante facil"
"L0098",64459,4465,14.4365061590146,4.30425541817279,1.87849640856979,6.06129609910113,2.85845464725644,12.2064950231392,79.4049792036178,75.3681675870876,64.7636296564281,64459,7403,0.114848198079399,89.5572017988167,0.846089146329846,107.589568022885,9.21543024937808,0.552613805214102,0.0406358833480912,0.806666356155738,0.713473741454329,-1.04803033186704,"bastante facil"
"L0099",18050,1215,14.8559670781893,4.24027700831025,1.81324099722992,5.96968824823593,2.86995884773663,11.6000709278068,82.8924537464519,79.0141187943869,69.6646399641343,18050,3914,0.216842105263158,64.0466475061011,0.830032622634818,131.265659410226,9.02590393779433,0.626469085334696,0.0366415226414427,0.763187600688843,0.676927190685734,-1.02078369808935,"bastante facil"
"L0100",15801,2787,5.66953713670614,4.42712486551484,1.94082652996646,2.25652668492797,1.14388231072838,9.5228725369196,84.6074803225723,80.2519700463835,65.5479581002202,15801,2827,0.178912727042592,78.5982652190153,0.851264324775107,103.219829154698,8.86865262033772,0.572691899540149,0.0423938279754011,0.791742001015736,0.695825372563985,-0.977138683513463,"muy facil"
"L0101",52778,3173,16.6334699023007,4.38641100458524,1.90689302360832,7.54673078274683,3.60258430507406,13.3983909404755,75.460279283154,71.4020947269009,63.7934134182577,52778,7706,0.146007806282921,86.2436026402853,0.839426869904124,116.51246318384,9.38302187210855,0.566701271736309,0.0374693008803083,0.801326025526654,0.708266861557714,-0.99367301041361,"bastante facil"
"L0102",24673,3093,7.97704494018752,4.51534065577757,1.91549467028736,3.82577695880612,1.79017135467184,10.123884636064,83.7737339437672,79.52263710091,66.5154367203651,24673,4645,0.188262473148786,82.07614277069,0.871656381794955,85.6834271860912,9.39814577529893,0.595048439181916,0.0375933423911276,0.802412280701722,0.70930577032634,-0.97328221794244,"bastante facil"
"L0104",54080,3740,14.4598930481283,4.43337647928994,1.92731139053254,6.68114974151979,3.27513368983957,12.7916326970541,76.4522256589565,72.3036073216942,64.1335942029706,54080,9244,0.170931952662722,103.746905488451,0.849827565166957,105.759321879048,9.64319652376366,0.588273474686283,0.0342464602959819,0.821570209694325,0.730957559141157,-0.989339216653475,"bastante facil"
"L0105",25040,2506,9.99201915403033,4.52903354632588,1.97623801916933,4.89775758021005,2.33479648842777,11.6264960962699,78.0738593127293,73.7233522517205,65.2278345864179,25040,5422,0.216533546325879,104.645270121689,0.858553337947567,98.8017574436812,9.52743854285268,0.619881962375507,0.0343433617686886,0.821813452842971,0.73262138647205,-0.961893950569207,"bastante facil"
