"generation","hypervolume","best_so_far"
0,3.6174,3.6174
1,3.6735,3.6735
2,3.6793,3.6793
3,3.6797,3.6797
4,3.6825,3.6825
5,3.6866,3.6866
6,3.6866,3.6866
7,3.6867,3.6867
8,3.6883,3.6883
9,3.6887,3.6887
10,3.6906,3.6906
11,3.6906,3.6906
12,3.6909,3.6909
13,3.6915,3.6915
14,3.6961,3.6961
15,3.6961,3.6961
16,3.6962,3.6962
17,3.6963,3.6963
18,3.6964,3.6964
19,3.6967,3.6967
20,3.6967,3.6967
21,3.697,3.697
22,3.6971,3.6971
23,3.6972,3.6972
24,3.6972,3.6972
25,3.6973,3.6973
26,3.6974,3.6974
27,3.6974,3.6974
28,3.6974,3.6974
29,3.6975,3.6975
30,3.6976,3.6976
31,3.6978,3.6978
32,3.6978,3.6978
33,3.6982,3.6982
34,3.6983,3.6983
35,3.6983,3.6983
36,3.6984,3.6984
37,3.6986,3.6986
38,3.6986,3.6986
39,3.6987,3.6987
40,3.6988,3.6988
41,3.6988,3.6988
42,3.6989,3.6989
43,3.699,3.699
44,3.7012,3.7012
45,3.7013,3.7013
46,3.7014,3.7014
47,3.7014,3.7014
48,3.7029,3.7029
49,3.703,3.703
50,3.703,3.703
51,3.7031,3.7031
52,3.7031,3.7031
53,3.7032,3.7032
54,3.7032,3.7032
55,3.7032,3.7032
56,3.7032,3.7032
57,3.7062,3.7062
58,3.7062,3.7062
59,3.7063,3.7063
60,3.7063,3.7063
61,3.7063,3.7063
62,3.7064,3.7064
63,3.7064,3.7064
64,3.7064,3.7064
65,3.7064,3.7064
66,3.7065,3.7065
67,3.707,3.707
68,3.707,3.707
69,3.707,3.707
70,3.707,3.707
71,3.707,3.707
72,3.707,3.707
73,3.7071,3.7071
74,3.7071,3.7071
75,3.7071,3.7071
76,3.7071,3.7071
77,3.7071,3.7071
78,3.7071,3.7071
79,3.7071,3.7071
80,3.7071,3.7071
81,3.7071,3.7071
82,3.7072,3.7072
83,3.7072,3.7072
84,3.7083,3.7083
85,3.7084,3.7084
86,3.7083,3.7084
87,3.7084,3.7084
88,3.7083,3.7084
89,3.7083,3.7084
90,3.7084,3.7084
91,3.7103,3.7103
92,3.7104,3.7104
93,3.7105,3.7105
94,3.7105,3.7105
95,3.7106,3.7106
96,3.7106,3.7106
97,3.7106,3.7106
98,3.7106,3.7106
99,3.7106,3.7106
100,3.7106,3.7106
101,3.7115,3.7115
102,3.7115,3.7115
103,3.7115,3.7115
104,3.7115,3.7115
105,3.7115,3.7115
106,3.7115,3.7115
107,3.7115,3.7115
108,3.7115,3.7115
109,3.7115,3.7115
110,3.7115,3.7115
111,3.7116,3.7116
112,3.7116,3.7116
113,3.7116,3.7116
114,3.7116,3.7116
115,3.7116,3.7116
116,3.7116,3.7116
117,3.7116,3.7116
118,3.7116,3.7116
119,3.7116,3.7116
120,3.7116,3.7116
121,3.7116,3.7116
122,3.7117,3.7117
123,3.7117,3.7117
124,3.7117,3.7117
125,3.7117,3.7117
126,3.7117,3.7117
127,3.7117,3.7117
128,3.7132,3.7132
129,3.7132,3.7132
130,3.7132,3.7132
131,3.7133,3.7133
132,3.7133,3.7133
133,3.7133,3.7133
134,3.7133,3.7133
135,3.7133,3.7133
136,3.7133,3.7133
137,3.7133,3.7133
138,3.7133,3.7133
139,3.7133,3.7133
140,3.7133,3.7133
141,3.7133,3.7133
142,3.7133,3.7133
143,3.7133,3.7133
144,3.7133,3.7133
145,3.7133,3.7133
146,3.7133,3.7133
147,3.7133,3.7133
148,3.7156,3.7156
149,3.7156,3.7156
150,3.7157,3.7157
