"generation","hypervolume","best_so_far"
0,3.6134,3.6134
1,3.6785,3.6785
2,3.6803,3.6803
3,3.6818,3.6818
4,3.6872,3.6872
5,3.6877,3.6877
6,3.6928,3.6928
7,3.6929,3.6929
8,3.693,3.693
9,3.7001,3.7001
10,3.7003,3.7003
11,3.7003,3.7003
12,3.7004,3.7004
13,3.7006,3.7006
14,3.7007,3.7007
15,3.7007,3.7007
16,3.7008,3.7008
17,3.701,3.701
18,3.7011,3.7011
19,3.7018,3.7018
20,3.7021,3.7021
21,3.7021,3.7021
22,3.7022,3.7022
23,3.7022,3.7022
24,3.7025,3.7025
25,3.7026,3.7026
26,3.7027,3.7027
27,3.7027,3.7027
28,3.7027,3.7027
29,3.7027,3.7027
30,3.7027,3.7027
31,3.7028,3.7028
32,3.7032,3.7032
33,3.7038,3.7038
34,3.7038,3.7038
35,3.7039,3.7039
36,3.7039,3.7039
37,3.7039,3.7039
38,3.7039,3.7039
39,3.7039,3.7039
40,3.7041,3.7041
41,3.7041,3.7041
42,3.7041,3.7041
43,3.7041,3.7041
44,3.7042,3.7042
45,3.7042,3.7042
46,3.7042,3.7042
47,3.7044,3.7044
48,3.7044,3.7044
49,3.7044,3.7044
50,3.7044,3.7044
51,3.7044,3.7044
52,3.7044,3.7044
53,3.7044,3.7044
54,3.7044,3.7044
55,3.7044,3.7044
56,3.7044,3.7044
57,3.7044,3.7044
58,3.7044,3.7044
59,3.7044,3.7044
60,3.7044,3.7044
61,3.7044,3.7044
62,3.7045,3.7045
63,3.7045,3.7045
64,3.7045,3.7045
65,3.7045,3.7045
66,3.7045,3.7045
67,3.7046,3.7046
68,3.7046,3.7046
69,3.7046,3.7046
70,3.7046,3.7046
71,3.7046,3.7046
72,3.7046,3.7046
73,3.7046,3.7046
74,3.7046,3.7046
75,3.7046,3.7046
76,3.7046,3.7046
77,3.7046,3.7046
78,3.7046,3.7046
79,3.7047,3.7047
80,3.7047,3.7047
81,3.7047,3.7047
82,3.7047,3.7047
83,3.7047,3.7047
84,3.7047,3.7047
85,3.7048,3.7048
86,3.7048,3.7048
87,3.7048,3.7048
88,3.7048,3.7048
89,3.7048,3.7048
90,3.7048,3.7048
91,3.7048,3.7048
92,3.7048,3.7048
93,3.7049,3.7049
94,3.7049,3.7049
95,3.7049,3.7049
96,3.7049,3.7049
97,3.7049,3.7049
98,3.7049,3.7049
99,3.7049,3.7049
100,3.7049,3.7049
101,3.7049,3.7049
102,3.7049,3.7049
103,3.7049,3.7049
104,3.7049,3.7049
105,3.7049,3.7049
106,3.7049,3.7049
107,3.7049,3.7049
108,3.7049,3.7049
109,3.7049,3.7049
110,3.7049,3.7049
111,3.7049,3.7049
112,3.7049,3.7049
113,3.7049,3.7049
114,3.7049,3.7049
115,3.7049,3.7049
116,3.7049,3.7049
117,3.705,3.705
118,3.705,3.705
119,3.705,3.705
120,3.705,3.705
121,3.705,3.705
122,3.705,3.705
123,3.705,3.705
124,3.7052,3.7052
125,3.7052,3.7052
126,3.7053,3.7053
127,3.7053,3.7053
128,3.7053,3.7053
129,3.7053,3.7053
130,3.7053,3.7053
131,3.7053,3.7053
132,3.7053,3.7053
133,3.7053,3.7053
134,3.7066,3.7066
135,3.7067,3.7067
136,3.7067,3.7067
137,3.7067,3.7067
138,3.7068,3.7068
139,3.7068,3.7068
140,3.7068,3.7068
141,3.7068,3.7068
142,3.7068,3.7068
143,3.7068,3.7068
144,3.7068,3.7068
145,3.7068,3.7068
146,3.7069,3.7069
147,3.707,3.707
148,3.707,3.707
149,3.707,3.707
150,3.707,3.707
